[00:00] 歡迎大家來到今天的欺騰的介紹的作者
[02:07:08] 吸引它注意
[02:07:09] 吸引它注意
[02:07:10] 吸引它注意
[02:07:11] 吸引它注意
[02:07:12] 吸引它注意
[02:07:13] 吸引它注意
[02:07:14] 吸引它注意
[02:07:15] 吸引它注意
[02:07:16] 吸引它注意
[02:07:17] 吸引它
[02:07:18] 吸引它
[02:07:19] 吸引它
[02:07:20] 吸引它
[02:07:21] 吸引它
[02:07:22] 吸引它
[02:07:23] 吸引它
[02:07:24] 吸引它
[02:07:25] 吸引它
[02:07:26] 吸引它
[02:07:27] 吸引它
[02:07:28] 吸引它
[02:07:29] 吸引它
[02:07:30] 吸引它
[02:07:31] 吸引它
[02:07:32] 吸引它
[02:07:33] 吸引它
[02:07:34] 吸引它
[02:07:35] 吸引它
[02:07:36] 吸引它
[02:07:37] 吸引它
[02:07:38] 吸引它
[02:07:39] 吸引它
[02:07:40] 吸引它
[02:07:41] 吸引它
[02:07:42] 吸引它
[02:07:43] 吸引它
[02:07:44] 吸引它
[02:07:45] 吸引它
[02:07:46] 吸引它
[02:07:47] 吸引它
[02:07:48] 吸引它
[02:07:49] 吸引它
[02:07:50] 吸引它
[02:07:51] 吸引它
[02:07:52] 吸引它
[02:07:53] 吸引它
[02:07:54] 吸引它
[02:07:55] 吸引它
[02:07:56] 吸引它
[02:07:57] 吸引它
[02:07:58] 吸引它
[02:07:59] 吸引它
[02:08:00] 吸引它
[02:08:01] 吸引它
[02:08:02] 吸引它
[02:08:03] 吸引它
[02:08:04] 吸引它
[02:08:05] 然後第二部分
[02:08:06] 我們引發它的興趣
[02:08:08] 就是
[02:08:10] 就是所以我們當時
[02:08:11] 就做了一些藍人寶式
[02:08:13] 跟它們興趣有相關的
[02:08:15] 讓它們去鎖取
[02:08:17] 它當它去鎖取這個藍人寶者
[02:08:19] 它就會對這個候選人
[02:08:20] 它會
[02:08:21] 有興趣
[02:08:23] 好啦 第三步驟
[02:08:25] 引發它的渴望
[02:08:26] 那我為什麼一定要投你對不對
[02:08:29] 所以我們後面還是會做一些
[02:08:31] 吹票啦
[02:08:33] 或者是
[02:08:34] 有一些
[02:08:36] 讓它去影響它的朋友啦
[02:08:39] 就是說
[02:08:40] 你看在這個區域裡面
[02:08:41] 沒有這樣這個候選人
[02:08:43] 然後
[02:08:45] 另外一個
[02:08:46] 引發認同感
[02:08:48] 引發認同感也是
[02:08:49] 引發它
[02:08:51] 預忘的其中一個原因嘛
[02:08:53] 因為我要跟大家一樣
[02:08:54] 原來
[02:08:56] 跟我同樣
[02:08:59] 身份的
[02:09:00] 原來都
[02:09:01] 原來都支持這個候選人
[02:09:02] 所以我們後面有拍一個廣告
[02:09:04] 就是
[02:09:05] 不同的行業的
[02:09:06] 都是這些中間選民的人
[02:09:08] 我支持這個候選人
[02:09:10] 對
[02:09:12] 然後最後呢
[02:09:14] A就是讓它們去做行動
[02:09:16] 就是吹出它們說
[02:09:18] 這個就要指插一點點
[02:09:20] 然後最後指插你的這一票
[02:09:22] 這個到最後還是要做了
[02:09:24] 所以這個最後後面
[02:09:26] 我們幫這個候選人的
[02:09:29] 票數多了一倍這樣
[02:09:32] 這個
[02:09:33] 這個有時候那個
[02:09:35] 老包老師在演講的時候
[02:09:37] 會講
[02:09:38] 對
[02:09:39] 然後這個
[02:09:40] 如果有機會的話
[02:09:41] 老包老師會講的
[02:09:43] 更詳細這樣
[02:09:45] 然後我們
[02:09:47] 看一下這個內容
[02:09:49] 形象如何
[02:09:50] 不去產生內容啊
[02:09:52] 然後這個
[02:09:54] 靈感跟來源怎麼來
[02:09:56] 好
[02:10:00] 好這個
[02:10:05] 我回答這個問題
[02:10:07] 內容其實
[02:10:08] 跟我們的
[02:10:10] 剛剛前面講到的
[02:10:11] 人的一生在追求的都一樣
[02:10:14] 所以內容呢
[02:10:16] 我們先去想
[02:10:17] 我們的時候都是誰
[02:10:18] 因為它會遇到哪些問題
[02:10:20] 我常常舉的例子
[02:10:22] 是我們有一個學員
[02:10:24] 他是做兩性關係的
[02:10:26] 他是做
[02:10:28] 簡單來講
[02:10:29] 就是把妹
[02:10:30] 好
[02:10:31] 那一個男生呢
[02:10:32] 他在遇到他感情
[02:10:34] 上面他遇到哪些問題
[02:10:36] 一開始可能就是
[02:10:37] 他沒有辦法
[02:10:38] 認識女生
[02:10:39] 或者他認識女生的來源不夠多
[02:10:41] 好那所以這個是他的問題
[02:10:43] 那這個時候
[02:10:44] 我們當然就可以
[02:10:45] 有一個內容是
[02:10:46] 跟這有關的
[02:10:47] 就是譬如說
[02:10:48] 認識女生的
[02:10:50] 一點
[02:10:51] 最容易認識女生
[02:10:53] 有一些地點
[02:10:54] 那當他認識女生之後呢
[02:10:56] 因為他
[02:10:57] 他接下來可能會遇到問題
[02:10:59] 就是說
[02:11:00] 約不出來
[02:11:01] 那就是說
[02:11:02] 時代要約方法
[02:11:04] 然後接下來呢
[02:11:06] 他約出來之後
[02:11:08] 可能沒有辦法
[02:11:09] 變成
[02:11:10] 男女朋友
[02:11:12] 然後那所以
[02:11:13] 我們後面
[02:11:14] 又可以針對這個問題
[02:11:15] 在談出內容
[02:11:17] 那所以這個答案就已經出來了
[02:11:19] 我們可以從
[02:11:20] 我們的受眾
[02:11:21] 他的
[02:11:22] 醫生
[02:11:25] 他會遇到哪些問題
[02:11:27] 是我們的
[02:11:28] 產品可以解決的
[02:11:29] 那我們內容就給同志
[02:11:31] 這邊出來
[02:11:32] 我順便講一下
[02:11:33] 我那時候我
[02:11:34] 我剛前面不得講到
[02:11:35] 我去
[02:11:36] 拜訪一個
[02:11:38] 電商的一個
[02:11:39] 大潛企業
[02:11:40] 他的方法
[02:11:42] 也是一樣
[02:11:43] 他就是
[02:11:44] 他們是做美妝產品的
[02:11:46] 他現在開發了一個產線出來之後
[02:11:49] 他是解決你
[02:11:50] 連的問題
[02:11:52] 那這個
[02:11:53] 受眾他長大之後呢
[02:11:56] 他
[02:11:57] 年輕的時候可能會有
[02:11:58] 鬥鬥問題
[02:11:59] 那我長大之後
[02:12:00] 是不是會有
[02:12:02] 其他的問題
[02:12:04] 然後我在
[02:12:05] 變
[02:12:06] 更大的之後
[02:12:07] 可能就是年老的時候
[02:12:08] 是不是有其他問題
[02:12:10] 那這些呢
[02:12:11] 都是
[02:12:12] 開發產品
[02:12:13] 會是你產生內容的一個
[02:12:15] 敵感
[02:12:16] 這樣
[02:12:17] 這樣不知道有沒有回答到你的問題
[02:12:19] 然後那我們再看一下一個
[02:12:21] PBAP才選影片的連結
[02:12:24] 這個
[02:12:25] 我要找一下
[02:12:27] 因為
[02:12:28] 因為時間有點久遠
[02:12:32] 然後我順便講一下
[02:12:33] 這一個
[02:12:34] 才選影片
[02:12:35] 背後的配音
[02:12:37] 就是
[02:12:38] 老包老師這樣
[02:12:40] 然後我這個我可能要找一下
[02:12:43] 就是如果
[02:12:45] 是電動工具
[02:12:46] 電轉之類
[02:12:47] 不能直接銷售
[02:12:49] 好
[02:12:51] 那這樣子的話
[02:12:52] 我們來思考一下
[02:12:53] 就是說
[02:12:55] 我們是不是可以透過廣告
[02:12:58] 可以得到
[02:13:01] 金銷商
[02:13:03] 或者是我們
[02:13:05] 最後想要打
[02:13:06] 得到的目的是什麼
[02:13:08] 然後我們在產品的體驗
[02:13:10] 是要朝那個方向去想
[02:13:12] 而不是直接銷售這樣
[02:13:15] 就譬如說我可能是半一個
[02:13:18] 這個是我自己想的啦
[02:13:20] 因為我對這個產業不熟
[02:13:22] 就是如果我們可能是做電轉
[02:13:24] 那我可能可以
[02:13:26] 如果我要早夜
[02:13:29] 就是
[02:13:31] 會有哪一些人會要用電轉
[02:13:37] 或者是
[02:13:39] 這個部分我不太熟
[02:13:41] 就是所以我第一個部分
[02:13:42] 我一定要先想
[02:13:44] 來買電轉的
[02:13:46] 如果我們不是直接銷售
[02:13:47] 那我們是對的是金銷商
[02:13:49] 那我的廣告就是寫給金銷商看
[02:13:52] 那金銷商他會遇到什麼問題
[02:13:55] 然後他會想要得到
[02:13:56] 怎麼樣的渴望
[02:13:57] 這個就是我們在產品
[02:13:59] 銷售業裡面要去堆底的
[02:14:01] 然後最後呢
[02:14:02] 他可能是這個體驗
[02:14:04] 是跟你聯絡
[02:14:05] 之後他可以得到什麼樣好住
[02:14:08] 對
[02:14:09] 然後所以這個廣告
[02:14:10] 可能下來這邊
[02:14:11] 就這個金銷商
[02:14:13] 他可能是留下一個聯絡的方式
[02:14:16] 然後再透過我們業務去拜訪
[02:14:20]  maybe可能是這樣
[02:14:21] 好
[02:14:23] 好看一下好像是最後一個
[02:14:26] 好像是最後一個
[02:14:31] 好最後兩個
[02:14:34] 就第一個打A粉絲團
[02:14:37] 廣告成效不錯
[02:14:38] 導致流量跟學院圖
[02:14:40] 好
[02:14:41] 然後第二波掉很多同時
[02:14:44] 有其他夥伴打出同樣類型
[02:14:47] 確有比
[02:14:49] 這樣
[02:14:51] 好
[02:14:53] 這個我稍微講一下
[02:14:55] 在FB廣告的
[02:14:58] 演算方式裡面
[02:15:01] 其實你不同的粉絲團
[02:15:04] 你不同的廣告贊號
[02:15:07] 甚至是你同一個
[02:15:09] 粉絲團同樣廣告贊號
[02:15:11] 同樣廣告贊號裡面的
[02:15:13] 不同的
[02:15:16] 行銷活動
[02:15:18] 他的效果
[02:15:20] 都有可能不一樣
[02:15:22] 所以我這邊稍微透露
[02:15:24] 一點點
[02:15:26] 有時候我們在優化的密集
[02:15:29] 就是有時候可能這個廣告
[02:15:31] 他跑了一段時間
[02:15:33] 他下滑了
[02:15:35] 那我們要怎麼去做
[02:15:36] 有時候我們會
[02:15:38] 把他關掉過了一段時間
[02:15:40] 再重開
[02:15:41] 這是第一個方法
[02:15:42] 那有時候我們會
[02:15:44] 複製另外一個一模一樣
[02:15:45] 裡面全部都沒改
[02:15:47] 廣告
[02:15:49] 然後
[02:15:50] 複製一個出來
[02:15:52] 有時候新的這個
[02:15:53] 就跑得比原本還好
[02:15:55] 所以你講的這個方
[02:15:57] 你想的這個問題呢
[02:15:59] 其實是滿場逐漸的
[02:16:00] 因為
[02:16:01] 不同粉
[02:16:02] 其實是同一個粉絲
[02:16:03] 也同一個廣告贊號
[02:16:05] 當然裡面廣告我那樣都一樣
[02:16:07] 他兩個不同的新效果
[02:16:09] 都他都有可能會不一樣
[02:16:11] 這個是FB他眼算上面的問題
[02:16:14] 這樣
[02:16:21] 在這邊有
[02:16:23] 有提到就是海邊多的
[02:16:28] 我按到什麼
[02:16:35] 沒有是我按的
[02:16:36] 我只是
[02:16:38] 沒事我只是讓大家知道說那個
[02:16:40] 那個課程上面有這個
[02:16:42] 就是接下來FB粉絲
[02:16:45] 也都會有課程
[02:16:46] 我繼續發
[02:16:47] 課程都講課
[02:16:48] 都講那個粉絲
[02:16:52] 因為我好像回不來
[02:16:56] 有
[02:16:58] 你回來的
[02:16:59] 現在是你的
[02:17:00] 現在螢幕是你的
[02:17:02] 好我看一下
[02:17:04] 這個海邊走走跟青島舉行
[02:17:07] 在山地上面有和差異
[02:17:10] 這個
[02:17:12] 這個其實我覺得
[02:17:14] 很難直接這樣回答
[02:17:16] 因為你看
[02:17:18] 像我們剛剛講到產品地
[02:17:20] 跟新銷利
[02:17:22] 跟品牌利
[02:17:23] 其實它沒有辦法直接
[02:17:25] 用量化來比較這樣
[02:17:27] 然後為什麼會提出來這個山地
[02:17:30] 尤其是在產品地
[02:17:32] 就是我要表達的是
[02:17:34] 如果我們找不到自己的
[02:17:36] 差異化賣點
[02:17:37] 就是我們沒有做過
[02:17:38] 市場調查
[02:17:39] 我們沒有找到自己的
[02:17:40] 差異化賣點的時候
[02:17:42] 你有可能會花
[02:17:43] 比較多的力在新銷上面
[02:17:46] 然後這個就是
[02:17:48] 因為我們常常會遇到
[02:17:50] 有一些老闆
[02:17:51] 老闆都會覺得自己的
[02:17:53] 產品是最好的
[02:17:54] 這當然是一定的
[02:17:56] 但是如果你
[02:17:57] 沒有做市場調查的時候
[02:17:59] 常常會變成一種
[02:18:01] 自開型的
[02:18:02] 覺得自己的產品
[02:18:03] 其實市場上最好
[02:18:04] 但是如果你
[02:18:05] 就過市場調查的時候
[02:18:07] 你要想辦法
[02:18:10] 從所有的
[02:18:11] 這些人裡面
[02:18:12] 找出自己的差異化賣點
[02:18:14] 就像我們前面
[02:18:15] 講到這些方法這樣
[02:18:21] 好
[02:18:22] 大致上是這樣
[02:18:24] 那個什麼
[02:18:26] 一般家庭需要
[02:18:27] 電轉的
[02:18:28] 就是
[02:18:32] 像我
[02:18:33] 我們家好像就
[02:18:34] 沒有電轉這樣
[02:18:37] 好
[02:18:38] 如何加強公司團
[02:18:40] 夠訂購啊
[02:18:45] 其實像我現在
[02:18:48] 就是團購的部分
[02:18:50] 其實如果你直接靠
[02:18:52] 我們質效行銷
[02:18:54] 其實是不容易
[02:18:56] 我覺得還是可以
[02:18:58] 嘗試看看
[02:18:59] 就是我們直接
[02:19:01] 做一個提案
[02:19:02] 這個提案是
[02:19:03] 給公司團購的
[02:19:06] 像我們剛在前面
[02:19:08] 不是有講到
[02:19:09] 我們可以
[02:19:10] 做不同產品打手
[02:19:12] 或者是我們
[02:19:13] 在玩不同
[02:19:14] 量上面的
[02:19:15] 這種不同的方案
[02:19:17] 可以嘗試看看
[02:19:18] 就是我們
[02:19:19] 賣一個
[02:19:20] 或者是我賣團購
[02:19:21] 給他
[02:19:22] 不同的
[02:19:23] 優惠
[02:19:25] 然後當然
[02:19:26] 其實會團購
[02:19:28] 有時候
[02:19:30] 不是質效行銷
[02:19:32] 你團購主要是
[02:19:34] 因為我辦法
[02:19:35] 去找到那個團購
[02:19:36] 主
[02:19:37] 如果有辦法
[02:19:38] 找到那個團購
[02:19:39] 主然後跟他配合的時候
[02:19:42] 有一些人就是專門在做團購
[02:19:44] 有一些團購
[02:19:45] 團購
[02:19:46] 是很厲害
[02:19:48] 所以重點是
[02:19:49] 你要去找到
[02:19:50] 那幾個團購
[02:19:51] 然後讓他
[02:19:52] 來幫助你做團購
[02:19:54] 這個是
[02:19:56] 不是質效行銷的模式
[02:19:57] 你可
[02:19:58] 或者是
[02:19:59] 你可以直接
[02:20:00] 做一個提案
[02:20:01] 那個提案就是
[02:20:02] 找到這些團購
[02:20:03] 然後
[02:20:04] 並且告訴這些團購
[02:20:05] 跟你合作
[02:20:06] 會有什麼好處
[02:20:08] 然後如果
[02:20:09] 這些人
[02:20:10] 留下名單你可能
[02:20:11] 可以跟他聯絡
[02:20:13] 然後你把你
[02:20:14] 可以給他好處
[02:20:15] 讓他知道
[02:20:16] 他也許
[02:20:17] 就可以做一個團購
[02:20:19] 對
[02:20:20] 那這上是這樣
[02:20:23] 如果
[02:20:24] 坦平在
[02:20:25] 下皮上
[02:20:26] 如果脫影
[02:20:27] 而出
[02:20:28] 好
[02:20:29] 等一下
[02:20:31] 我看一下
[02:20:32] 後面還有沒有
[02:20:35] 好
[02:20:36] 這應該是最後一個問題了
[02:20:37] 在
[02:20:38] 下皮上面
[02:20:39] 脫影而出了
[02:20:40] 所以
[02:20:41] HGO
[02:20:42] 5602
[02:20:43] 你是有在
[02:20:44] 下皮上面
[02:20:45] 銷售嘛
[02:20:46] 對不對
[02:20:47] 其實
[02:20:48] 這個是
[02:20:49] 有點困難
[02:20:50] 我們
[02:20:51] 我們來看一下
[02:20:53] 交易市集
[02:20:54] 他要的是什麼
[02:20:56] 交易市集
[02:20:57] 他要的是
[02:20:59] 更多人在這上面
[02:21:01] 買東西
[02:21:02] 然後有更多人在這上面
[02:21:04] 做生意
[02:21:05] 所以呢
[02:21:07] 你只要有銷售出去
[02:21:09] 他就會有抽層
[02:21:11] 所以如果你在交易市集上面
[02:21:13] 他不會
[02:21:14] 只
[02:21:15] 幫其中一個廠商
[02:21:18] 所以
[02:21:19] 他一定會想辦法
[02:21:20] 做更多的銷售
[02:21:22] 對
[02:21:23] 但是我們還是可以
[02:21:24] 嘗試看看
[02:21:25] 有的脫影而出
[02:21:26] 好
[02:21:27] 這邊幾個策略
[02:21:29] 一般來講
[02:21:30] 很多在
[02:21:31] 下皮上面
[02:21:33] 有一些
[02:21:34] 他的
[02:21:35] 脫可能
[02:21:36] 就直接用
[02:21:37] 淘寶
[02:21:38] 直接大陸
[02:21:39] 上架過來
[02:21:40] 那你在
[02:21:42] 這個
[02:21:43] 圖片上面
[02:21:44] 是不是可以
[02:21:45] 做一些差異話
[02:21:46] 就譬如說
[02:21:48] 你可以在
[02:21:49] 重新做過
[02:21:51] 專屬於你公司的
[02:21:53] 圖片
[02:21:54] 或者是你重新拍過
[02:21:55] 然後這個時候
[02:21:57] 可能別人看到的時候
[02:21:58] 他就會認為
[02:21:59] 也許你的產品
[02:22:01] 跟這些
[02:22:02] 直接從大陸
[02:22:03] 就直接來的不太一樣
[02:22:04] 然後我們當然
[02:22:06] 還可以再加入
[02:22:07] 一些
[02:22:08] 不一樣的東西
[02:22:11] 就是
[02:22:12] 譬如說
[02:22:13] 不同的包裝
[02:22:15] 我舉例就是
[02:22:17] 一般的
[02:22:18] 下皮上面
[02:22:19] 都是
[02:22:20] 打個動作一樣
[02:22:21] 然後你的包裝
[02:22:22] 跟人家不太一樣
[02:22:23] 然後或者是你強調
[02:22:24] 你就是台灣廠商
[02:22:26] 這些是
[02:22:27] 有機會
[02:22:28] 就是跟別人不太一樣
[02:22:30] 但是
[02:22:31] 以大哥來講
[02:22:32] 不太容易
[02:22:33] 因為
[02:22:34] 你交易是幾
[02:22:35] 他要做神移
[02:22:36] 他就是希望
[02:22:37] 有更多的人上架
[02:22:38] 有更多的人在上面買
[02:22:40] 這個是
[02:22:41] 因為交易是幾上面的
[02:22:43] 所以我們講
[02:22:44] 說在哪裡賣
[02:22:45] 他比較不容易
[02:22:46] 幫你這樣
[02:22:49] 好我大致上
[02:22:56] 好最後一個問題
[02:22:58] 這邊有講到
[02:22:59] 蝦皮賣場好像
[02:23:00] 也不會有直接
[02:23:01] 留量很少
[02:23:02] 這個
[02:23:03] 其實不一定的
[02:23:10] 蝦皮裡面
[02:23:11] 也要下關鍵字廣告
[02:23:13] 自己的
[02:23:14] 當品才會被看到
[02:23:16] 這樣會不會
[02:23:17] 好我這邊
[02:23:20] 兩個方向來講
[02:23:22] 第一個就是
[02:23:23] 蝦皮裡面
[02:23:25] 會有直接
[02:23:27] 留量這個就是要看你的關鍵字
[02:23:29] 其實
[02:23:31] 玩蝦皮的關鍵字
[02:23:32] 跟
[02:23:33] 玩Google的
[02:23:34] SEO有點像
[02:23:35] 這個如果要講的話
[02:23:36] 要講很久
[02:23:37] 所以
[02:23:38] 我可能也講不完
[02:23:40] 所以我第一個部分
[02:23:41] 其實
[02:23:42] 你可以研究一下關鍵字
[02:23:45] 所以如果你關鍵字
[02:23:46] 做得好的話
[02:23:47] 還是可以
[02:23:49] 有直接留量
[02:23:51] 那我稍微
[02:23:52] 提示一下
[02:23:53] 就是
[02:23:55] 關鍵字怎麼做
[02:23:56] 第一個你要先看
[02:23:57] 同樣關鍵字
[02:23:58] 有多少競爭者
[02:24:00] 然後我們要找到
[02:24:02] 就是最多人
[02:24:03] 搜尋
[02:24:04] 然後
[02:24:05] 競爭者有少
[02:24:06] 的關鍵字
[02:24:07] 這樣就有機會
[02:24:08] 得到直接留量
[02:24:09] 好
[02:24:10] 第二個部分
[02:24:11] 蝦皮內
[02:24:12] 也要下關鍵字廣告
[02:24:14] 有可能
[02:24:16] 我再講一下
[02:24:17] 就是
[02:24:18] 你如果有做關鍵字
[02:24:20] 的這個
[02:24:21] 調查的話
[02:24:22] 你會發現
[02:24:23] 有一些關鍵字
[02:24:24] 你下廣告也沒有用
[02:24:25] 因為
[02:24:26] 下廣告我人比你還多
[02:24:28] 所以
[02:24:29] 這個時候
[02:24:30] 你可能
[02:24:31] 就不會下這個關鍵字廣告
[02:24:33] 所以回過頭
[02:24:34] 你還是要
[02:24:35] 去做關鍵字的
[02:24:37] 搜尋的這個研究
[02:24:39] 然後
[02:24:40] 最後
[02:24:41] 我講
[02:24:42] 就是在蝦皮的關鍵字廣告
[02:24:43] 一般來講
[02:24:44] 它的
[02:24:45] 轉換率
[02:24:46] 還是比你
[02:24:47] 獨立官網出來之後
[02:24:49] FB廣告
[02:24:50] 還來得高
[02:24:51] 所以
[02:24:52] 如果我們
[02:24:53] 都是花錢
[02:24:54] 下廣告的話
[02:24:55] 你就要回到
[02:24:56] 質效行銷的模式
[02:24:58] 來思考
[02:24:59] 因為如果你
[02:25:00] 可以轉換
[02:25:01] 更多回來
[02:25:02] 對你來講
[02:25:03] 其實還
[02:25:05] 它就是
[02:25:06] 平轉換率
[02:25:07] 它就是
[02:25:08] 還是會有
[02:25:09] 更多的現金回來
[02:25:10] 那也沒有不好
[02:25:11] 到這這樣回答到這裡
[02:25:14] 好
[02:25:15] 我會先進來
[02:25:17] 最後一個好了
[02:25:19] 就好好好
[02:25:20] 真的
[02:25:21] 就是蝦皮關鍵字
[02:25:22] 概念跟谷谷一樣
[02:25:23] 其實就是一樣
[02:25:24] 就是
[02:25:25] 谷谷的
[02:25:26] 概念就是
[02:25:27] 我要先找到
[02:25:29] 競爭者
[02:25:30] 有誰
[02:25:31] 然後
[02:25:32] 平均搜尋量
[02:25:33] 多少
[02:25:34] 其實蝦皮裡面
[02:25:35] 你
[02:25:37] 如果
[02:25:38] 就是
[02:25:39] 比較
[02:25:40] 細心的話
[02:25:41] 其實有辦法
[02:25:42] 導到這些相關的
[02:25:43] 副據這樣
[02:25:44] 好
[02:25:46] 謝謝大家
[02:25:50] 非常感謝那個
[02:25:52] 小摩老师的課程
[02:25:54] 然後我自己覺得
[02:25:55] 是覺得這個
[02:25:56] 內容是在這
[02:25:57] 很讚嘆
[02:25:58] 然後紮實
[02:25:59] 就會知道自己
[02:26:00] 怎麼去調整
[02:26:01] 我是講
[02:26:02] 我先示範一次
[02:26:03] 大家就可以知道說
[02:26:04] 我們以後心得
[02:26:05] 可以懂
[02:26:06] 然後你覺得對你
[02:26:07] 哪裡有幫助
[02:26:08] 我就是
[02:26:09] 怎麼樣寫文案
[02:26:10] 然後了解
[02:26:11] 創業流程
[02:26:12] 跟什麼時間點
[02:26:13] 像我覺得
[02:26:14] 我不知道大家
[02:26:15] 我們去自學
[02:26:16] 自學
[02:26:17] 自學的過程中
[02:26:18] 就是學了好多
[02:26:20] 然後好像
[02:26:21] 什麼都可以做
[02:26:22] 我現在點的話
[02:26:23] 就
[02:26:24] 十幾個都可以做
[02:26:25] 可能等一下要
[02:26:26] 叫你要做網站
[02:26:27] 等一下做YouTube
[02:26:28] 等一下做IG
[02:26:29] 等一下做Terror
[02:26:30] 等一下做Light
[02:26:31] 等一下做
[02:26:32] FB
[02:26:33] 很清楚的
[02:26:35] 了解
[02:26:36] 到底要
[02:26:38] 就是一個要做什麼
[02:26:39] OK
[02:26:40] 好
[02:26:41] 那我們之後
[02:26:42] 也會
[02:26:43] 等大家
[02:26:44] 就心得分享
[02:26:45] 我們會把
[02:26:47] 我們會把公課
[02:26:49] 放進去
[02:26:50] 就是這樣今天
[02:26:51] 我們會把
[02:26:52] 這個老师的
[02:26:53] 社團
[02:26:54] 跟YouTube的連結
[02:26:55] 放進去
[02:26:56] 那你就是
[02:26:57] 這是公課
[02:26:58] 就是因為
[02:26:59] 老師其實
[02:27:00] 是無幾的幫助大家
[02:27:01] 那我們也就是
[02:27:02] 我們可以貼老師
[02:27:04] 因為在社團裡面
[02:27:05] 裡面還滿多
[02:27:06] 就是內容的
[02:27:08] 然後我們最後結束的時候
[02:27:11] 如果你有分享心的
[02:27:12] 有些公課人
[02:27:13] 每一次我們就有一個廣告時間
[02:27:16] 這樣子
[02:27:17] 然後這個課程你覺得很棒
[02:27:19] 那你可以多分享給你的朋友
[02:27:21] 接下來的課程都會非常的紮實
[02:27:23] 現在接在八個小時
[02:27:25] 都是在講
[02:27:26] FB
[02:27:27] 這樣關於
[02:27:28] 那如果
[02:27:29] 本有越多
[02:27:30] 因為這樣就會有
[02:27:31] 然後就可以像
[02:27:32] 這個他們
[02:27:33] 很多行銷課的朋友
[02:27:34] 就自己
[02:27:35] 公司
[02:27:36] OK,所以你越早越多的朋友
[02:27:37] 那你就可以
[02:27:38] 為了多位
[02:27:39] 越來世界會有幫助
[02:27:40] 而且這個下次的價格
[02:27:41] 我一定
[02:27:42] 這次大家無幾值的服務
[02:27:43] 那下次
[02:27:44] 就會
[02:27:45] 就是一定會給終點
[02:27:46] 所以價格
[02:27:47] 一定會拉回來
[02:27:48] 所以這次
[02:27:49] 在禮拜日之前
[02:27:50] 都還有全情的機會
[02:27:51] 因為我們禮拜
[02:27:52] 是
[02:27:53] 跟禮拜
[02:27:54] 天是重播
[02:27:55] 也算你
[02:27:56] 有在線上
[02:27:57] OK,所以讓大家知道
[02:27:58] 一下規則
[02:27:59] 然後廣告時間的話
[02:28:00] 就是像剛剛老師講的
[02:28:02] 你們每一個課程結束後
[02:28:04] 課程過程
[02:28:06] 總會讓你們有廣告時間
[02:28:07] 廣告時間
[02:28:08] 廣告時間
[02:28:09] 你也可以
[02:28:10] 放力
[02:28:11] 讓力給大家
[02:28:12] 可能有什麼好處
[02:28:13] 給大家
[02:28:14] 或者是你覺得
[02:28:15] 需要什麼幫忙
[02:28:16] 這個概念是
[02:28:17] 因為那個
[02:28:18] 有一次我被邀請到
[02:28:19] BMI
[02:28:20] 老報老師叫我到BMI
[02:28:21] 我覺得這個不錯
[02:28:22] 把它放進來
[02:28:23] 然後如果你有寫
[02:28:24] 功課
[02:28:25] 你有非常新的感覺
[02:28:26] 你來找我聊聊
[02:28:27] 然後這個產品
[02:28:28] OK
[02:28:29] 然後我們就會
[02:28:30] 讓你每一次
[02:28:31] 有一定能廣告機會
[02:28:32] 那我自己本身
[02:28:34] 我自己的工作
[02:28:35] 能在中榮和新店骨
[02:28:36] 我們的團隊
[02:28:37] 有在這邊
[02:28:38] 就是期間
[02:28:39] 大家要高選我八間的建生
[02:28:41] 教室
[02:28:42] 然後我們有
[02:28:43] 就是一般你
[02:28:44] 建生房會看到的
[02:28:45] 那我們線上
[02:28:46] 也有提供管理的計畫
[02:28:47] 跟運動的課程
[02:28:49] 當然今天
[02:28:51] 因為時間實在太晚了
[02:28:52] 我就講一個
[02:28:53] 服務項目
[02:28:54] 因為這個服務項目
[02:28:55] 跟大家很有關係
[02:28:56] 對大家非常有幫助
[02:28:58] 就是我們政府
[02:28:59] 有補助一個
[02:29:00] 企業運動的方案
[02:29:01] 然後一個企業
[02:29:02] 可以補到90萬
[02:29:03] 可以讓老闆
[02:29:04] 跟員工
[02:29:05] 可以完全的
[02:29:06] 這個運動
[02:29:07] 是免費的
[02:29:08] 所以這個
[02:29:09] 你們不用花到到錢
[02:29:10] 那
[02:29:11] 因為疫情我們安排
[02:29:12] 小班字
[02:29:13] 可以會安排小班
[02:29:14] 做安排線上的運動
[02:29:15] 然後可以讓你們
[02:29:16] 員工跟
[02:29:17] 更健康
[02:29:18] 您去得更好
[02:29:19] 你們會跟
[02:29:20] 如果你是老闆
[02:29:21] 你就可以集動
[02:29:22] 只要你有統編
[02:29:23] 就可以辦
[02:29:24] 如果你不是老闆
[02:29:25] 你是員工
[02:29:26] 那可以出外運動補助
[02:29:28] 這些費用都不可以
[02:29:29] 我希望可以
[02:29:30] 用這個東西大家
[02:29:31] 一起出去玩
[02:29:32] 大家之後
[02:29:33] 這個班可以一起出去
[02:29:34] 這個
[02:29:35] 他補助補助很多
[02:29:36] 只要你跟運動
[02:29:37] 有關
[02:29:38] 補助速
[02:29:39] 有染車
[02:29:40] 吃的
[02:29:41] 他都補助
[02:29:42] 很開心的
[02:29:43] 我們可以花八月
[02:29:44] 就不會有疫情
