[00:00] 我們即將開始先跟大家講一些我們今天的
[01:48:03] 就是文字
[01:48:04] 這個
[01:48:05] 其實我覺得沒有
[01:48:07] 就是
[01:48:08] 因為很多人加上圖是
[01:48:10] 他們是
[01:48:11] 他們很多人是
[01:48:13] 基本上
[01:48:15] 他們就是
[01:48:17] 把
[01:48:19] 他們就是
[01:48:20] 發IG連動
[01:48:21] 連動吹
[01:48:22] 然後
[01:48:23] 整個就是
[01:48:24] 完全不是
[01:48:25] 吹上面的
[01:48:26] 引起
[01:48:27] 所以他就是一個IG的文章
[01:48:28] 只是他連動
[01:48:29] 所以你就看到
[01:48:30] 圖片的文字
[01:48:31] 出現來吹
[01:48:33] 那這種文章
[01:48:34] 觸擊率就是
[01:48:35] 超低的
[01:48:36] 所以像是我一個
[01:48:38] 那個皮靈寫說
[01:48:39] 你請你把IG
[01:48:41] 跟吹的連動管掉
[01:48:42] 這個完全對你
[01:48:44] 吹的帳號經營
[01:48:46] 沒有任何
[01:48:47] 好處
[01:48:48] 沒有任何意處
[01:48:49] 對
[01:48:50] 那我經過我自己
[01:48:52] 實驗下來
[01:48:53] 其實我專門會
[01:48:55] 吹寫的這個
[01:48:56] 有圖片的
[01:48:57] 真的是有影片的
[01:48:58] 其實觸擊的很好
[01:48:59] 所以其實
[01:49:00] 回歸到最底層
[01:49:01] 再來就是這個東西
[01:49:03] 他是不是一個
[01:49:05] 內容是一個
[01:49:06] 大家有共鳴的話題
[01:49:08] 然後是不是帶給別人
[01:49:09] 情緒價值
[01:49:10] 跟使用這樣子
[01:49:11] 對
[01:49:12] 吹文連動IG
[01:49:14] 有這樣子的
[01:49:16] 我不知道
[01:49:17] 所以我不知道
[01:49:18] 吹文可以連動IG
[01:49:20] 那
[01:49:21] 吹文連動IG
[01:49:23] 我沒有試過
[01:49:24] 但是我覺得可能
[01:49:25] 相對來說
[01:49:27] 比較合理
[01:49:28] 對
[01:49:29] 吹文連動IG比較合理
[01:49:31] 對
[01:49:32] 因為
[01:49:35] 吹文連動IG
[01:49:36] 我比較合理
[01:49:37] 比較合理
[01:49:38] 對
[01:49:39] 吹跟臉書
[01:49:40] 臉動
[01:49:41] 我覺得也可以
[01:49:42] 如果你臉書
[01:49:43] 不是那種
[01:49:44] 超暴漲的
[01:49:45] 那
[01:49:46] 技術
[01:49:48] 技術
[01:49:49] 技術
[01:49:50] 專業者
[01:49:51] 的話
[01:49:52] 那
[01:49:53] 其實臉書
[01:49:54] 跟吹臉動
[01:49:55] 我覺得相對也是可以的
[01:49:56] 反正這樣像我自己試過
[01:49:57] 就是我只有進
[01:49:58] 之前也有來進行推特
[01:50:00] 就是我吹一場
[01:50:01] 因為吹跟推特是
[01:50:02] 兩次
[01:50:03] 基本上
[01:50:04] 性質百分之七八十個
[01:50:06] 甚至接近的
[01:50:07] 平台
[01:50:08] 所以我吹上面
[01:50:09] 抱著文章
[01:50:10] 我只要貼過去推特
[01:50:12] 基本上
[01:50:13] 有五成以上的機率
[01:50:15] 也會爆掉
[01:50:17] 所以
[01:50:18] 吹跟
[01:50:19] 吹跟推特
[01:50:20] 就沒有連動工人
[01:50:21] 因為他們是不同工資的
[01:50:23] 一個是一路八十顆開的
[01:50:25] 一個是馬克總克埔格開的
[01:50:27] 然後上類台打
[01:50:29] 要打的也還在
[01:50:31] 所以
[01:50:32] 但是你可以把吹跟
[01:50:33] 推特的貼過去
[01:50:34] 這是完全OK
[01:50:36] 然後但是
[01:50:37] 有爆在貼
[01:50:38] 然後每爆出
[01:50:39] 吹一個特別
[01:50:40] 吹更能輕
[01:50:42] 然後
[01:50:44] 轉發IG貼文到吹
[01:50:46] 有人留言說
[01:50:47] 有人說如果轉發IG貼文到吹
[01:50:49] 文字
[01:50:50] 說
[01:50:51] 基本上IG的貼文
[01:50:56] 還是不騙文竹
[01:50:58] 所以
[01:50:59] 而且IG其實會有你的粉絲會補償
[01:51:03] 他們可能不來
[01:51:04] 最終你這樣後
[01:51:05] 就是喜歡你的東西
[01:51:06] 所以
[01:51:07] 就算你沒有發現那麼吸引人
[01:51:09] 基本上IG可能還是會有
[01:51:11] 基本的流量出擊
[01:51:13] 而是
[01:51:14] 吹上面就是我覺得
[01:51:15] 偏向是一個
[01:51:16] 大家注意力跟或稅的地方
[01:51:18] 所以
[01:51:19] 如果你的圖片
[01:51:20] 本身是
[01:51:22] 很吸引人的一個圖片的話
[01:51:24] 你發到吹
[01:51:26] 重新寫文字
[01:51:27] 這是完全OK的
[01:51:28] 可是
[01:51:29] 大家不問情況下
[01:51:30] 就是你發的那個圖片
[01:51:31] 本身就不是很吸引人
[01:51:32] 也不是怎麼有
[01:51:33] 去的東西
[01:51:34] 可能是你的產品照片
[01:51:36] 你發到吹
[01:51:37] 就沒有什麼
[01:51:38] 拍到的
[01:51:39] 意義
[01:51:40] 因為可能觸及過非常的低
[01:51:41] 對
[01:51:42] 好
[01:51:46] 接下來我們就
[01:51:48] 講到下一個
[01:51:49] 是這個
[01:51:50] 點線面思維
[01:51:51] 這個東西就是
[01:51:52] 大家
[01:51:53] 在寫你的字界的時候
[01:51:55] 字界其實就等到你的定位了
[01:51:57] 表現是
[01:51:59] 我們按寫手
[01:52:00] 那這是一個點
[01:52:01] 你就要把它擴大整個
[01:52:02] 面或者是線
[01:52:04] 這邊的話我覺得
[01:52:06] 其實大家可以多提問
[01:52:08] 跟討論
[01:52:09] 你自己的字界
[01:52:10] 現在是怎麼寫的
[01:52:12] 然後你覺得
[01:52:13] 有些什麼東西
[01:52:14] 你不知道要怎麼樣課程的
[01:52:16] 我教的東西去解釋的
[01:52:18] 你可以提問
[01:52:19] 我才會
[01:52:20] 想不然我都會順順地講下去
[01:52:22] 對
[01:52:23] 好
[01:52:24] 那我按的話就是比較
[01:52:26] 宰
[01:52:27] 但是寫作是一個比較多人
[01:52:28] 會去
[01:52:29] 去把我的蛋
[01:52:30] 大家很多人
[01:52:31] 其實都
[01:52:32] 寫作都是你的衝緊
[01:52:34] 也覺得
[01:52:35] 進行字媒體身榜
[01:52:36] 所以你與其定位
[01:52:37] 你自己是一個
[01:52:38] 我那些寫手
[01:52:40] 所以自己是一個寫作的
[01:52:42] 愛好者
[01:52:43] 或是寫作的專家
[01:52:45] 內容行銷專家
[01:52:47] 也都比較好
[01:52:48] 然後日本旅遊
[01:52:49] 他可能是
[01:52:50] 要掐在族群
[01:52:52] 那你可以把放大層次
[01:52:54] 你是一個旅遊達人
[01:52:55] 或是
[01:52:56] 你給我這個
[01:52:57] 兩週旅遊達人
[01:52:58] 對
[01:52:59] 因為這個其實
[01:53:00] 就是在寫書上面
[01:53:01] 有個概念叫
[01:53:02] 寫書的漏島
[01:53:03] 寫書的漏島意思是
[01:53:04] 說你要先把這個東西
[01:53:05] 做大
[01:53:06] 然後讓很多人都
[01:53:08] 可以先認識你
[01:53:10] 然後最後這些的裡面
[01:53:12] 他才會去
[01:53:13] 有些人他會去
[01:53:15] 是你真正的客戶
[01:53:17] 他會去買你的產品
[01:53:19] 然後你可以
[01:53:20] 慢慢的把它塞進
[01:53:22] 越來越小
[01:53:23] 越來越小
[01:53:24] 最後他可能是
[01:53:25] 成交到你的服務
[01:53:26] 他不一定是要這麼大
[01:53:27] 但是你開始在定位
[01:53:28] 跟話題上面
[01:53:29] 你要去把它做大
[01:53:32] 然後像我自己
[01:53:33] 有在做SEO嘛
[01:53:35] SEO就是一個
[01:53:36] 很地可的
[01:53:37] 很專業的
[01:53:38] 市場會懂的素餘
[01:53:40] 那沒有人懂
[01:53:41] 但是這樣我錄行銷
[01:53:43] 網路行銷
[01:53:44] 沒有人會聽不懂
[01:53:45] 但我會像做寫銷
[01:53:47] 老人應該想要還聽得懂
[01:53:49] 就比較好
[01:53:51] 對
[01:53:52] 所以我剛想到的件事情
[01:53:55] 對
[01:53:57] 所以說
[01:53:59] 就是可以這樣子去
[01:54:02] 去定位一下
[01:54:03] 你們
[01:54:04] 你們可以
[01:54:05] 看一下你們自己的東西
[01:54:07] 然後最後就是
[01:54:08] 以中為師
[01:54:09] 你開始
[01:54:11] 在寫書你其實
[01:54:13] 就要去進行去
[01:54:15] 想出你的產品
[01:54:17] 有些人會說
[01:54:19] 那我沒有一個
[01:54:21] 謝商課程
[01:54:22] 或者是我沒有
[01:54:24] 這個
[01:54:25] 我沒有實體的一個
[01:54:27] 物品可以去賣
[01:54:29] 那怎麼辦
[01:54:30] 最緊來的方式就是你去賣你的服務
[01:54:32] 譬如你喜歡跟大家聊天
[01:54:34] 那你可以賣說
[01:54:36] 你可以去聽別人聊天
[01:54:38] 給他一些建議
[01:54:40] 然後請你喝一杯咖啡
[01:54:42] 這樣也是一個方式
[01:54:44] 因為請喝咖啡也是
[01:54:46] 他要付錢
[01:54:47] 有付錢東西
[01:54:48] 就可以稱之為一個產品
[01:54:50] 那當你有個產品
[01:54:51] 在寫的時候你的這個
[01:54:53] 電視界跟你的
[01:54:55] 定位都會比較聚焦
[01:54:58] 所以你要去想做你的產品是什麼
[01:55:00] 那你的產品
[01:55:01] 如果今天是
[01:55:02] 很貴的產品
[01:55:03] 你聊說可能八萬十萬
[01:55:05] 就是兩萬
[01:55:06] 那其實以你開始可能還不熟悉
[01:55:09] 怎麼進
[01:55:10] 脆上面的帳號的話
[01:55:12] 其實是比較難去變現的
[01:55:14] 所以你可能可以把它切分成
[01:55:16] 比較效的產品
[01:55:18] 其他效產品就是說
[01:55:20] 比較弱門快
[01:55:21] 像是像行銷路軟的假
[01:55:24] 它就產品是免費電子書嗎
[01:55:27] 大家就先去看它免費電子書
[01:55:30] 然後看一看就覺得不錯
[01:55:31] 它再去看
[01:55:32] 那就覺得
[01:55:33] 那不然我來買一個付費電子書
[01:55:35] 因為它有一個進階課程的付費電子書
[01:55:38] 那就是一個
[01:55:39] 我覺得
[01:55:40] 很好一個方式
[01:55:42] 所以很重要
[01:55:44] 你一定要去想
[01:55:45] 你要提供什麼產品
[01:55:47] 如果你不知道的話
[01:55:48] 你再去準備
[01:55:49] 跟大家討論
[01:55:50] 蠻多人都朋友經驗的
[01:55:52] 當你把定位這塊做好之後
[01:55:55] 後面才要辦法去
[01:55:57] 去往下走下去
[01:56:00] 不然就是像路頭上一樣
[01:56:02] 我想到我剛剛講什麼
[01:56:03] 對
[01:56:04] 密封
[01:56:05] 切到上去
[01:56:07] 切不上去
[01:56:08] 不切了
[01:56:09] 就是
[01:56:10] 用上見
[01:56:12] 就是這邊要講的
[01:56:14] 就是說
[01:56:15] 我要講
[01:56:16] 因為密封
[01:56:17] 這也在去組裡面
[01:56:18] 有講
[01:56:19] 其實你要去想像這個事情
[01:56:21] 就是
[01:56:22] 你看
[01:56:24] 是一個專業人士
[01:56:25] 可是你需要去跟大家
[01:56:27] 去跟更多的人
[01:56:29] 有交集點
[01:56:30] 找到交集點去交朋友
[01:56:32] 因為這些人
[01:56:33] 他就是密封
[01:56:35] 你可能是一個話
[01:56:37] 你要把你的花粉傳播出去
[01:56:39] 你必須要密封
[01:56:40] 你要有一些可以吸引密封
[01:56:42] 那這些
[01:56:43] 寫廣大的群眾
[01:56:44] 他們就是密封
[01:56:45] 他會幫你把你的
[01:56:47] 你的貼紋散播出去
[01:56:49] 最後你的
[01:56:50] 花粉
[01:56:51] 會藉由密封散播到其他的花上面
[01:56:54] 那些花
[01:56:55] 才會成交
[01:56:56] 這個就會讓你
[01:56:57] 真真可以
[01:56:58] 真真可以變現
[01:57:00] 但是
[01:57:01] 花粉必須要寫密封
[01:57:03] 所以你必須要把你的
[01:57:05] 持制做大
[01:57:06] 讓你的花粉
[01:57:07] 是可以吸引更多人的
[01:57:09] 我覺得蠻好一個密封
[01:57:11] 好
[01:57:13] 這邊
[01:57:14] 也是進到一個比較實在的部分
[01:57:15] 就是字界的特色點
[01:57:17] 那
[01:57:18] 100個半粒小4身手
[01:57:20] 好
[01:57:22] 就是
[01:57:24] 沒有快速度帶一步好了
[01:57:26] 直接進到
[01:57:27] 講解的部分
[01:57:29] 好
[01:57:30] 六大向前就是
[01:57:31] 有趣度、聚焦度、故事度
[01:57:33] 跟全圍度
[01:57:34] 還有特色度
[01:57:35] 這個我記得上次
[01:57:37] 傳一個圖片
[01:57:39] 到
[01:57:41] 全組
[01:57:43] 結圖
[01:57:47] 切
[01:57:48] 不過不這樣
[01:57:49] 好
[01:57:50] 給大家看一下
[01:57:51] 上次好像還有結圖
[01:57:53] 不知道會開到什麼
[01:57:56] 開開的上面
[01:57:57] 已經是一張
[01:57:58] 開開
[01:58:00] 開
[01:58:01] 開
[01:58:02] 開
[01:58:04] 開
[01:58:05] 開
[01:58:06] 開
[01:58:07] 開
[01:58:08] 開
[01:58:09] 開
[01:58:10] 開
[01:58:11] 開
[01:58:12] 開
[01:58:13] 開
[01:58:14] 開
[01:58:15] 開
[01:58:16] 開
[01:58:17] 開
[01:58:18] 開
[01:58:19] 開
[01:58:20] 開
[01:58:21] 開
[01:58:22] 開
[01:58:23] 開
[01:58:24] 開
[01:58:26] 開
[01:58:27] 開
[01:58:28] 開
[01:58:30] 開
[01:58:31] 開
[01:58:32] 開
[01:58:33] 開
[01:58:34] 開
[01:58:35] 開
[01:58:36] 開
[01:58:37] 開
[01:58:38] 開
[01:58:39] 開
[01:58:40] 開
[01:58:41] 開
[01:58:42] 開
[01:58:43] 開
[01:58:44] 開
[01:58:45] 開
[01:58:46] 開
[01:58:47] 開
[01:58:48] 開
[01:58:49] 開
[01:58:50] 開
[01:58:51] 開
[01:58:52] 開
[01:58:53] 開
[01:58:54] 開
[01:58:55] 開
[01:58:56] 開
[01:58:57] 開
[01:58:59] 開
[01:59:00] 開
[01:59:01] 開
[01:59:02] 開
[01:59:03] 開
[01:59:04] 開
[01:59:05] 開
[01:59:06] 開
[01:59:07] 開
[01:59:08] 開
[01:59:09] 開
[01:59:10] 開
[01:59:11] 開
[01:59:12] 開
[01:59:13] 開
[01:59:14] 開
[01:59:15] 開
[01:59:16] 開
[01:59:17] 開
[01:59:18] 開
[01:59:19] 開
[01:59:20] 開
[01:59:21] 開
[01:59:22] 開
[01:59:23] 開
[01:59:24] 開
[01:59:25] 開
[01:59:26] 開
[01:59:26] 開
[01:59:27] 開
[01:59:28] 開
[01:59:29] 開
[01:59:30] 開
[01:59:31] 開
[01:59:32] 開
[01:59:33] 開
[01:59:34] 開
[01:59:35] 開
[01:59:36] 開
[01:59:37] 開
[01:59:39] 開
[01:59:40] 開
[01:59:41] 開
[01:59:42] 開
[01:59:43] 開
[01:59:44] 開
[01:59:45] 開
[01:59:46] 開
[01:59:47] 開
[01:59:48] 開
[01:59:49] 開
[01:59:50] 開
[01:59:51] 開
[01:59:52] 開
[01:59:53] 開
[01:59:54] 開
[01:59:55] 開
[01:59:56] 開
[01:59:57] 開
[01:59:58] 開
[01:59:59] 開
[02:00:00] 開
[02:00:01] 開
[02:00:02] 開
[02:00:03] 開
[02:00:04] 開
[02:00:05] 開
[02:00:06] 開
[02:00:07] 開
[02:00:08] 開
[02:00:09] 開
[02:00:10] 開
[02:00:11] 開
[02:00:12] 開
[02:00:13] 開
[02:00:14] 開
[02:00:15] 開
[02:00:16] 開
[02:00:17] 開
[02:00:18] 開
[02:00:19] 開
[02:00:20] 開
[02:00:21] 開
[02:00:22] 開
[02:00:23] 開
[02:00:24] 開
[02:00:25] 開
[02:00:25] 開
[02:00:26] 開
[02:00:27] 開
[02:00:28] 開
[02:00:29] 開
[02:00:30] 開
[02:00:31] 開
[02:00:32] 開
[02:00:33] 開
[02:00:34] 開
[02:00:35] 開
[02:00:36] 開
[02:00:37] 開
[02:00:38] 開
[02:00:39] 開
[02:00:40] 開
[02:00:41] 開
[02:00:42] 開
[02:00:43] 開
[02:00:44] 開
[02:00:45] 開
[02:00:46] 開
[02:00:47] 開
[02:00:48] 開
[02:00:49] 開
[02:00:50] 開
[02:00:51] 開
[02:00:52] 開
[02:00:53] 開
[02:00:54] 開
[02:00:55] 開
[02:00:56] 開
[02:00:57] 開
[02:00:58] 開
[02:00:59] 開
[02:01:00] 開
[02:01:01] 開
[02:01:02] 開
[02:01:03] 開
[02:01:04] 開
[02:01:05] 開
[02:01:06] 開
[02:01:07] 開
[02:01:08] 開
[02:01:09] 開
[02:01:10] 開
[02:01:11] 開
[02:01:12] 開
[02:01:13] 開
[02:01:14] 開
[02:01:15] 開
[02:01:16] 開
[02:01:17] 開
[02:01:18] 開
[02:01:19] 開
[02:01:20] 開
[02:01:21] 開
[02:01:22] 開
[02:01:23] 開
[02:01:24] 開
[02:01:25] 開
[02:01:26] 開
[02:01:27] 開
[02:01:28] 開
[02:01:29] 開
[02:01:30] 開
[02:01:31] 開
[02:01:32] 開
[02:01:33] 開
[02:01:34] 開
[02:01:35] 開
[02:01:36] 開
[02:01:37] 開
[02:01:38] 開
[02:01:39] 開
[02:01:40] 開
[02:01:41] 開
[02:01:42] 開
[02:01:43] 開
[02:01:44] 開
[02:01:45] 開
[02:01:46] 開
[02:01:47] 開
[02:01:48] 開
[02:01:49] 開
[02:01:50] 開
[02:01:51] 開
[02:01:52] 開
[02:01:53] 開
[02:01:54] 開
[02:01:55] 開
[02:01:56] 開
[02:01:57] 開
[02:01:58] 開
[02:01:59] 開
[02:02:00] 開
[02:02:01] 開
[02:02:02] 開
[02:02:03] 開
[02:02:04] 開
[02:02:05] 開
[02:02:06] 開
[02:02:07] 開
[02:02:08] 開
[02:02:09] 開
[02:02:10] 開
[02:02:11] 開
[02:02:12] 開
[02:02:13] 開
[02:02:14] 開
[02:02:15] 開
[02:02:16] 開
[02:02:17] 開
[02:02:18] 開
[02:02:19] 開
[02:02:20] 開
[02:02:21] 開
[02:02:22] 開
[02:02:23] 開
[02:02:24] 開
[02:02:25] 開
[02:02:26] 開
[02:02:27] 開
[02:02:28] 開
[02:02:29] 開
[02:02:30] 開
[02:02:31] 開
[02:02:32] 開
[02:02:33] 開
[02:02:34] 開
[02:02:35] 開
[02:02:36] 開
[02:02:37] 開
[02:02:38] 開
[02:02:39] 開
[02:02:40] 開
[02:02:41] 開
[02:02:42] 開
[02:02:43] 開
[02:02:44] 開
[02:02:45] 開
[02:02:46] 開
[02:02:47] 開
[02:02:48] 開
[02:02:49] 開
[02:02:50] 開
[02:02:51] 開
[02:02:52] 開
[02:02:53] 開
[02:02:53] 開
[02:02:54] 開
[02:02:55] 開
[02:02:56] 開
[02:02:57] 開
[02:02:58] 開
[02:02:59] 開
[02:03:00] 開
[02:03:01] 開
[02:03:02] 開
[02:03:03] 開
[02:03:04] 開
[02:03:05] 開
[02:03:06] 開
[02:03:07] 開
[02:03:08] 開
[02:03:09] 開
[02:03:10] 開
[02:03:11] 開
[02:03:12] 開
[02:03:13] 開
[02:03:14] 開
[02:03:15] 開
[02:03:16] 開
[02:03:17] 開
[02:03:18] 開
[02:03:19] 開
[02:03:20] 開
[02:03:21] 開
