[00:00] 我就是一個不愛開暖氣的人
[02:08:28] 那你就很有問題囉
[02:08:29] 為什麼
[02:08:30] 因為35萬這件事情
[02:08:32] 一定會影響到你的生活
[02:08:35] 也會影響到你最基礎的生活
[02:08:38] 對吧
[02:08:39] 但如果你是在高點的
[02:08:40] 35萬跟35萬是不一樣的
[02:08:43] 也就是說
[02:08:44] 如果你穩定在一個
[02:08:46] 我隨便講就穩定
[02:08:47] 10代15萬好了
[02:08:48] 你覺得會影響你的生活嗎
[02:08:50] 不會
[02:08:51] 然後你會焦慮嗎
[02:08:52] 不會
[02:08:53] 但是如果你是35萬
[02:08:54] 我跟你講
[02:08:55] 差3500塊
[02:08:57] 差3500塊都有感覺
[02:08:59] 但是如果你已經
[02:09:01] 你已經遠高於
[02:09:03] 你生活需要的支出的時候
[02:09:05] 你就不再那麼
[02:09:07] 會緊張了
[02:09:08] 你們同意嗎
[02:09:09] 同意嗎
[02:09:10] 所以你會不會想要擁有一個
[02:09:12] 幫助你有一個定位
[02:09:14] 幫助你有穩定信任的這個自媒體
[02:09:18] 好
[02:09:19] 我看有同學都
[02:09:20] 有很多同學說會好
[02:09:22] 然後所以我來跟你們
[02:09:23] 稍微簡單介紹一下好不好
[02:09:25] 就是可能有的人有聽過
[02:09:27] 但是
[02:09:28] 昨天如果你有聽到
[02:09:29] 可能會聽過
[02:09:30] 那如果你有聽過
[02:09:31] 可以再來聽一次
[02:09:32] 有的人概念還很模糊
[02:09:34] 我們從左到右來看一下
[02:09:36] 首先你要做好你的靈魂定位
[02:09:38] 對不對
[02:09:39] 我們今天講你要打地機
[02:09:41] 再來打造你的質感的
[02:09:43] 社群網站
[02:09:44] 也就是把你的基底層做好
[02:09:47] 基底層做好是什麼意思
[02:09:48] 當你去做文章
[02:09:49] 去做引流的時候
[02:09:51] 你是不是就可以引流到
[02:09:53] 你的質感
[02:09:54] 你的那個網站
[02:09:56] 人家從一點點知道你
[02:09:58] 我感覺你不錯
[02:10:00] 就像你們看到我一樣
[02:10:01] 你們覺得這篇文章吸引你
[02:10:03] 你點進去完整的看到
[02:10:05] 我的介紹了
[02:10:06] 是不是這時候你們就想要
[02:10:08] 你們就進入到我的私語流量
[02:10:11] 對不對
[02:10:12] 然後你們要做什麼
[02:10:13] 如果你跟你的客戶
[02:10:15] 可以建立更好的信任
[02:10:16] 比方說你辦活動
[02:10:18] 或是你辦一個什麼
[02:10:19] 我剛剛是不是隨便說了
[02:10:21] 體驗靈氣課
[02:10:22] 線上的或現場的
[02:10:24] 怎麼做
[02:10:25] 然後接著你引導對方
[02:10:27] 了解最後成交
[02:10:29] 最後你交付他
[02:10:30] 是不是這一整串
[02:10:32] 你自動化都做好了
[02:10:33] 那是不是很好
[02:10:35] 那但是如果你沒有
[02:10:37] 一整串很多人沒有一整串
[02:10:39] 你們做什麼
[02:10:40] 有斷層的地方是在哪裡
[02:10:42] 你們想要他付款
[02:10:44] 然後你們可能六跟七有做
[02:10:46] 可能是這樣
[02:10:48] 但六也做不好
[02:10:49] 為什麼你是會款
[02:10:51] 這個明天會講更多
[02:10:53] 那六跟七可能做
[02:10:54] 那但是你們做了什麼
[02:10:56] 比如說你做了引流
[02:10:58] 但是你的引流
[02:10:59] 可能又做不一定是做有效引流
[02:11:02] 然後定位又沒有定好
[02:11:04] 也沒有質感社群官網
[02:11:06] 有沒有這
[02:11:07] 是不是都是斷層
[02:11:08] 有聽懂我的意思嗎
[02:11:10] 有聽懂我的意思
[02:11:11] 你有斷層這件事情有聽懂嗎
[02:11:13] 如果你有聽懂的打個懂
[02:11:15] 我就知道你有聽懂我的意思
[02:11:17] 如果你有聽懂我的意思
[02:11:20] 如果你也發現了
[02:11:22] 這裡面有斷層
[02:11:24] 原來這些斷層
[02:11:26] 就是造成你的收入上下
[02:11:29] 上衝下洗不穩定
[02:11:32] 那這時候請你認真聽一下
[02:11:34] 有聽懂你就認真聽一下
[02:11:36] 因為這就是收入不穩定的關鍵
[02:11:38] 節點
[02:11:39] 你如果不論你是想全職
[02:11:42] 當申興林工作者
[02:11:43] 或是你有一個專業
[02:11:45] 加上申興林
[02:11:46] 我們昨天有說什麼叫專業
[02:11:48] 加申興林今天就不說囉
[02:11:50] 如果你是這樣的人
[02:11:51] 你想要你的收入平均值
[02:11:54] 你的上下平均均值
[02:11:56] 應該是10到20萬
[02:11:58] 而不是3到5萬
[02:12:00] 應該3到5萬也還行
[02:12:02] 但是你想喔
[02:12:03] 如果3 5萬
[02:12:04] 這時候
[02:12:05] 如果你的生
[02:12:06] 你的你每個月需要的生活
[02:12:08] 該是剛好3萬
[02:12:09] 你就會焦慮
[02:12:10] 你理解我意思嗎
[02:12:12] 那如果申興林工作者焦慮了
[02:12:14] 那你怎麼更好支持
[02:12:16] 你們不能總是為了生活焦慮
[02:12:18] 對不對
[02:12:19] 你想要發光
[02:12:20] 然後但是你自己
[02:12:21] 也還在為生活焦慮過
[02:12:23] 沒有辦法真的更好支持人
[02:12:25] 但是如果你的收入水平在
[02:12:27] 隨便講10到15萬之間
[02:12:30] 這是我認為最低門檻
[02:12:32] 10到15萬之間
[02:12:33] 那麼這時候你不會為生活焦慮
[02:12:36] 你會更什麼
[02:12:37] 你會更專注在你的服務
[02:12:40] 我認為說你認同嗎
[02:12:42] 你認同的打個加一
[02:12:45] 你如果認同的打個加一
[02:12:47] 你覺得對
[02:12:48] 我就可以更專注的在我的服務
[02:12:50] 而不是在
[02:12:52] 內耗那個
[02:12:54] 我的收入不穩定這個事情
[02:12:56] 你如果認同的話
[02:12:57] 我們繼續來看
[02:12:59] 這時候我要跟大家分享
[02:13:01] 我們有一個落地系統
[02:13:03] 然後從靈魂定位
[02:13:05] 到自動化變現
[02:13:06] 到幫助你可以打造
[02:13:09] 一個常賣5年的安心收入系統
[02:13:12] 昨天有講到一件事
[02:13:13] 如果你做靈氣
[02:13:14] 不論你做哪一個
[02:13:15] 像我們剛剛同學是不是
[02:13:18] 可能你做靈氣
[02:13:19] 你給什麼藍圖
[02:13:20] 你帶冥想請問這些東西
[02:13:23] 你覺得可不可以賣5年
[02:13:25] 靈氣課有上百年了
[02:13:27] 你們知道嗎
[02:13:28] 然後那個什麼
[02:13:29] 西塔療癒也十幾年了
[02:13:31] 什麼光的課程四五十年了
[02:13:34] 然後我隨便說
[02:13:36] 任何一個身心靈的體系
[02:13:38] 全部都已經很多年
[02:13:41] 大家同意嗎
[02:13:42] 如果你同意繼續按加一
[02:13:44] 他們是不是可以賣很久
[02:13:46] 是不是比如說像期展覆
[02:13:49] 那個像期展覆有多長時間
[02:13:52] 妹子還在嗎
[02:13:53] 你也可以回答嗎
[02:13:54] 像期展覆長幾百年了
[02:13:57] 也很多年了
[02:13:59] 對不對
[02:14:00] 我問你們是不是很多年
[02:14:01] 所以如果你把你的
[02:14:03] 對宗教上千年了
[02:14:04] 那你看這些身心靈的技能
[02:14:07] 你們會的這些
[02:14:08] 什麼塔羅展覆新盤
[02:14:10] 我就問你們
[02:14:11] 這些東西你們多少年前
[02:14:13] 聽過到現在
[02:14:14] 如果你接觸身心靈
[02:14:15] 二十年
[02:14:16] 是不是就聽過二十年了
[02:14:17] 我問你
[02:14:18] 擴大療癒多少年了
[02:14:20] 我跟你講擴大療癒
[02:14:21] 我以我認知的了解
[02:14:23] 好像也是四五十年
[02:14:25] 至少喔至少喔
[02:14:27] 所以我要講的是什麼
[02:14:28] 你們有聽懂嗎
[02:14:29] 這是一個可以常賣
[02:14:31] 我認為最低五年
[02:14:33] 都可以的事情喔
[02:14:35] 最低喔
[02:14:36] 那當然這是最低
[02:14:37] 我覺得你們可以賣更久
[02:14:39] 我以前在開的靈性解讀
[02:14:41] 我已經開了十年了
[02:14:44] 我賣了十年
[02:14:46] 而且一直開一直開一直開
[02:14:48] 每一個月
[02:14:49] 每一個月我都一直開
[02:14:50] 沒有一個月沒有人
[02:14:52] 然後我那時候在內地都至少
[02:14:54] 二三十個二三十個二三十個人
[02:14:56] 然後最多
[02:14:57] 有時候那
[02:14:58] 因為我認為我最舒服的人數
[02:15:00] 當時我認為喔
[02:15:01] 最舒服
[02:15:02] 因為我有測試過
[02:15:03] 從二十個人到七十個人
[02:15:05] 一場七十個人對我來說太多了
[02:15:07] 然後我測試之後
[02:15:09] 我覺得最舒服的人數是三十個人
[02:15:11] 所以之後我就自己跟自己說
[02:15:13] 那我一場三十個人就好
[02:15:15] 所以我那時候就大概一場
[02:15:17] 二十幾到三十五之間
[02:15:19] 那你們知道我那個課開多久嗎
[02:15:22] 我開了十年這麼久
[02:15:24] 你想十年
[02:15:25] 那只是我沒有要開囉
[02:15:27] 如果我願意開
[02:15:28] 我可以告訴你
[02:15:29] 我現在都可以繼續賣
[02:15:31] 那我可不可以賣到很久
[02:15:33] 你會不會很累
[02:15:34] 不會
[02:15:35] 因為你把那個系統
[02:15:37] SOP化了
[02:15:38] 然後你是不是要
[02:15:39] 一個月開一次就好了
[02:15:41] 然後每一次都二十個人
[02:15:42] 三十個人
[02:15:43] 是不是你就收入也穩定
[02:15:46] 然後你的能量也穩定
[02:15:47] 你有聽懂我的意思對不對
[02:15:49] 然後我們來看
[02:15:51] 然後所以呢
[02:15:52] 我們的這個
[02:15:54] 這一套系統從左而右
[02:15:56] 你看你可以做好你的定位
[02:15:57] 做好你的服務介紹
[02:15:59] 做好你的靈魂故事
[02:16:01] 然後再來呢
[02:16:02] 就是你的課程
[02:16:03] 會得到很好的設計
[02:16:05] 整套的這整套就是
[02:16:07] 你的課程設計
[02:16:08] 你的課程怎麼設計
[02:16:09] 怎麼引流
[02:16:10] 然後再來你怎麼去做
[02:16:12] 課程單元怎麼做簡報
[02:16:14] 然後再來呢
[02:16:15] 你的課程如何
[02:16:16] 很穩定的被看到呢
[02:16:18] 就是會有一個宇宙級的
[02:16:19] 系統幫你打造好
[02:16:21] 然後當然
[02:16:22] 你們要學會寫一些內容
[02:16:24] 然後成交式的官網
[02:16:25] 是我們來寫住你們去建置的
[02:16:29] 然後再來呢
[02:16:30] 就是
[02:16:31] 怎麼樣讓更多人
[02:16:32] 主動發現
[02:16:33] 你是不是我們今天在講的
[02:16:35] 三十天的圖文內容日曆
[02:16:37] 還有我們告訴你們
[02:16:38] 三款AI機器人
[02:16:40] 那還有一個
[02:16:41] U對1的顧問成交
[02:16:43] 這個明天我們會來
[02:16:45] 跟你們聊更多
[02:16:46] 那給大家看一下
[02:16:47] 我們的學員收穫
[02:16:49] 就是有上課的學員
[02:16:51] 給了我們的很多的反饋
[02:16:53] 就是我們有收穫
[02:16:54] 有一日的線上課
[02:16:56] 然後我們會給大家很多的
[02:16:58] 會帶著大家
[02:16:59] 就是我們
[02:17:00] 除了我們本身的內容
[02:17:02] 我們的內容
[02:17:03] 還有很多豐富的活動
[02:17:05] 那就是
[02:17:06] 其實不論如何
[02:17:08] 這個活動的目的
[02:17:09] 都一件事情
[02:17:10] 就是要讓大家做到
[02:17:12] 然後讓大家那個有感
[02:17:14] 就對了
[02:17:15] 那今天因為時間關係
[02:17:17] 我就不分享過多內容
[02:17:20] 那現在那個來到我們講座
[02:17:22] 對來到我們講座
[02:17:23] 我們要送你們東西
[02:17:25] 就是如果你還沒有
[02:17:27] 來到我們講座
[02:17:28] 我們是不是說
[02:17:29] 要送你們那個落地表
[02:17:30] 然後品牌診斷
[02:17:32] 還有一人學院收入地圖
[02:17:34] 對不對
[02:17:35] 那現在呢請你
[02:17:37] 請你可以就是
[02:17:38] 進家我們的這個群
[02:17:40] 然後我們也把這個群
[02:17:42] 放到這個我們的這個賴社群
[02:17:44] 如果你還沒家的人
[02:17:45] 進入到我們的賴社群好不好
[02:17:47] 來到我們的賴社群
[02:17:48] 然後我們就會送你這些東西
[02:17:50] 我們就會送你這些東西
[02:17:52] 那再來呢就是
[02:17:53] 我們會送你的
[02:17:54] 你在賴社群你會拿到第一個
[02:17:56] 造成落地表
[02:17:58] 還有第三個收入地圖
[02:18:00] 那關於品牌診斷呢
[02:18:02] 大家看一下
[02:18:03] 如果你要來我們的品牌診斷
[02:18:06] 然後請你現在呢
[02:18:08] 就可以來開始
[02:18:09] 填寫我們的品牌診斷
[02:18:11] 那我們這個品牌診斷
[02:18:13] 是這樣子的
[02:18:14] 就是昨天有很多人
[02:18:16] 報名我們的一對一品牌診斷
[02:18:18] 但是有一些人
[02:18:19] 我們是有
[02:18:20] 玩具他們的
[02:18:22] 如果你有得到玩具
[02:18:23] 我要先跟你說抱歉
[02:18:25] 不是我們不願意替你
[02:18:26] 就是替你做這件事
[02:18:28] 就是替你診斷喔
[02:18:29] 是因為
[02:18:30] 可能你還沒有開始
[02:18:32] 經營自媒體
[02:18:33] 我們沒有辦法幫你診斷
[02:18:35] 沒有辦法幫你診斷
[02:18:37] 然後呢
[02:18:38] 就是
[02:18:39] 或者是你可能就是在做了
[02:18:41] 你在做的那個時間
[02:18:43] 還
[02:18:44] 可能接觸到自媒體那些
[02:18:47] 太短了
[02:18:48] 那所以呢
[02:18:49] 我們暫時就會覺得
[02:18:50] 還沒有辦法來幫你做
[02:18:52] 所以我們把一些名額給拿掉了
[02:18:54] 那如果你覺得
[02:18:55] 你是真的很想要
[02:18:57] 把你自己的
[02:18:58] 就是
[02:18:59] 你很想要了解你到底
[02:19:01] 適不適合
[02:19:02] 去打造你的藝人靈性學
[02:19:04] 然後再來是一個整體的怎麼做法
[02:19:07] 我們可以來做你的
[02:19:08] 一對一品牌診斷的話
[02:19:10] 那就歡迎你可以填這個資料
[02:19:12] 那你可以打開
[02:19:13] 我們剛剛放在
[02:19:14] 聊天框的連結
[02:19:16] 那你可以看一下
[02:19:17] 第一個就要填你的名字
[02:19:19] 大家可以跟著我開始填
[02:19:21] 然後你要
[02:19:22] 然後記得喔
[02:19:23] 就是你填這些東西是這樣
[02:19:25] 就是
[02:19:26] 我們要了解你的狀況
[02:19:27] 就是一個免費的60分鐘
[02:19:29] 很珍貴給你們的服務喔
[02:19:31] 我們的顧問
[02:19:32] 會給到你服務喔
[02:19:34] 然後你要把你的名字
[02:19:36] 你的email都寫進去
[02:19:38] 還有你的手機號碼
[02:19:39] 然後你可以放心喔
[02:19:41] 我們不會隨便打電話給你
[02:19:42] 這只有你
[02:19:43] 除非你真的不小心忘記
[02:19:46] 我們才會提醒你要來
[02:19:49] 然後第四點很重要喔
[02:19:51] 就是你要列出你
[02:19:53] 目前會的
[02:19:54] 或者是未來
[02:19:55] 你想要用來對外服務的
[02:19:57] 身心靈的相關技能或專業
[02:20:01] 請你列出來
[02:20:03] 如果你列出來
[02:20:04] 你寫清楚
[02:20:05] 比如說你最想要拿來服務的是
[02:20:08] 像其展譜
[02:20:09] 像我們的妹子
[02:20:10] 或者是靈氣啊
[02:20:11] 或者是什麼
[02:20:12] 你把它寫進去
[02:20:14] 你把它寫進去
[02:20:16] 然後
[02:20:17] 謝謝妹子喔
[02:20:19] 你把它寫進去喔
[02:20:20] 你最想要拿來服務的那個是什麼
[02:20:22] 或者是拿幾個
[02:20:24] 你也可以寫喔
[02:20:25] 沒有問題喔
[02:20:26] 因為最後我們會寫
[02:20:27] 就是後面有機會
[02:20:29] 來寫住你做定位
[02:20:30] 因為定位不清楚的時候
[02:20:32] 你就包山包海
[02:20:33] 然後等於看不清楚嘛
[02:20:35] 好那第五個呢
[02:20:37] 就是你在做什麼身心靈服務
[02:20:38] 這是單選題喔
[02:20:40] 你是全職從事身心靈
[02:20:42] 還是復業
[02:20:43] 進行中把身心靈當復業
[02:20:46] 或者你是想把身心靈
[02:20:48] 結合你原本的專業
[02:20:50] 或者你還沒有學身心靈
[02:20:52] 你只是在探索階段的
[02:20:54] 然後你是哪一個
[02:20:56] 然後再來你
[02:20:57] 接觸身心靈有多久
[02:20:58] 我們說的是接觸時間喔
[02:21:00] 不是你開始操作的時間
[02:21:03] 我說不是幫人家做個案
[02:21:06] 做服務
[02:21:07] 是你從接觸就開始算
[02:21:09] 接觸多久了
[02:21:11] 然後你總共做過的個案數量
[02:21:14] 有多少
[02:21:15] 包含你有沒有
[02:21:17] 包含有收錢沒收錢都一樣算
[02:21:19] 包含幫自己也算喔
[02:21:22] 之前有人算錯
[02:21:23] 他說30個
[02:21:24] 結果呢
[02:21:25] 我說幫自己也算
[02:21:26] 他說天啊
[02:21:27] 我天天幫自己做
[02:21:28] 那就300個
[02:21:29] 所以你們看是不是差很多
[02:21:31] 所以你要寫正確喔
[02:21:33] 大概多少就好
[02:21:35] 然後你有沒有開始收費了
[02:21:37] 然後這個是單選題
[02:21:39] 有穩定收費
[02:21:41] 或有單不穩定
[02:21:43] 然後偶爾隨緣
[02:21:45] 或還沒有開始收費
[02:21:47] 那接著很重要了
[02:21:48] 你的收入狀況
[02:21:50] 你目前整體平均
[02:21:52] 越收入的區間
[02:21:53] 然後這邊要指的是整體喔
[02:21:55] 不論你是正直
[02:21:56] 接案
[02:21:57] 副業
[02:21:58] 身心靈期他總
[02:21:59] 共你的總收
[02:22:01] 收益就是
[02:22:02] 每個月的總收益
[02:22:03] 每個月
[02:22:04] 那為什麼要問這個是
[02:22:05] 因為跟第十一題有關
[02:22:07] 就是你想
[02:22:09] 假設你的整體
[02:22:11] 越收入是5萬塊
[02:22:12] 第十一題就會跟第十一題有關
[02:22:15] 所以第九題一定要填
[02:22:17] 然後第十題就是
[02:22:18] 主要收入是哪裡
[02:22:20] 是可以復選的
[02:22:22] 然後可以復選
[02:22:24] 你看你要選哪一個
[02:22:25] 然後第十一題的話就是
[02:22:27] 希望未來六到十二個月
[02:22:29] 你的整體收入可以走到哪裡
[02:22:32] 比如說你想要穩定5萬
[02:22:34] 至少穩定5萬
[02:22:35] 或者是你想要穩定10到
[02:22:37] 20萬或30到50萬
[02:22:39] 就是你原本
[02:22:41] 第九題就是
[02:22:42] 原本整體收入是多少
[02:22:44] 到第十一題
[02:22:45] 那你期待未來
[02:22:47] 可以走到多少
[02:22:48] 我們才知道能不能
[02:22:50] 支持你嘛對不對
[02:22:51] 才知道你的品牌整段
[02:22:53] 可以怎麼給到你
[02:22:55] 更好合適的整段對不對
[02:22:57] 好然後再來就是
[02:22:59] 第十二題
[02:23:00] 你的
[02:23:01] 你主要經營的平台是什麼
[02:23:03] 可以復選的
[02:23:05] 臉書IG小紅書T
[02:23:07] 那個LINE社群
[02:23:08] 如果你主要是什麼
[02:23:09] 你就多選
[02:23:10] 然後
[02:23:11] 也把你有在經營的
[02:23:14] 社群連結要貼上來
[02:23:16] 第十三個一定要寫喔
[02:23:19] 因為你連結不貼上
[02:23:20] 我們怎麼給你品牌整段
[02:23:22] 對不對
[02:23:23] 所以你一定要貼上來
[02:23:25] 給我們看
[02:23:26] 我才知道你到底
[02:23:28] 有你的經營狀況
[02:23:30] 我們才能幫你去看
[02:23:32] 你的經營狀況好不好
[02:23:34] 然後在第十
[02:23:35] 就是第十三點要貼喔
[02:23:37] 你去找一下
[02:23:38] 然後把它貼上來
[02:23:40] 然後第十四個
[02:23:42] 就是你最卡的點是什麼
[02:23:44] 那是復選題
[02:23:45] 比如說你可能不知道
[02:23:47] 自己是怎麼定位的
[02:23:48] 或者內容不知道怎麼說
[02:23:50] 有曝光沒有人買
[02:23:52] 收入不穩定
[02:23:53] 不會設計課程方案
[02:23:55] 不懂系統流程
[02:23:56] 或是期待就是
[02:23:58] 這是復選題
[02:23:59] 你可以多選
[02:24:00] 那我才知道
[02:24:01] 你現在的點是什麼
[02:24:04] 我們才知道
[02:24:05] 現在的點是什麼
[02:24:06] 總共就18題沒有了喔
[02:24:09] 然後再來第十五題
[02:24:10] 快結束了喔
[02:24:12] 第十五題你希望透過咨詢
[02:24:14] 被點醒或被解決的是什麼
[02:24:16] 就是
[02:24:17] 短短幾個字就好
[02:24:18] 你真正希望的是什麼
[02:24:20] 比如說定價
[02:24:21] 你最不會定價了
[02:24:23] 然後或者是
[02:24:24] 你是定位問題
[02:24:26] 你最想要被點醒的是什麼
[02:24:28] 那個是什麼
[02:24:29] 然後再來第十六題
[02:24:33] 你目前在落地
[02:24:34] 跟提升收入這件事情上的狀態
[02:24:37] 你覺得你自己最接近哪一個
[02:24:39] 比如說是個願意
[02:24:40] 為成長跟提升收入
[02:24:42] 投入時間跟資源的人
[02:24:45] 或者是第二個
[02:24:46] 我正在探索階段
[02:24:47] 希望有人幫我
[02:24:48] 一起把方向釐清
[02:24:50] 或者我目前還沒有
[02:24:52] 沒有準備好投入預算
[02:24:54] 但是很想理解整體路徑
[02:24:56] 跟可能性
[02:24:57] 你是哪一種
[02:24:58] 你可以寫一下
[02:25:00] 那第七十七個就是
[02:25:02] 如果未來有一個系統
[02:25:03] 可以協助你把現在的能力
[02:25:05] 經驗逐步轉化
[02:25:06] 為穩定可持續的收入
[02:25:09] 你對於投入資源
[02:25:10] 來加速這條路的心理
[02:25:12] 準備是什麼
[02:25:13] 你可以寫一下
[02:25:14] 比如說未經準備好
[02:25:16] 願意為加速成長
[02:25:18] 跟提升收入投入交換資源
[02:25:20] 或者是我能接受
[02:25:21] 數萬元以上的投資
[02:25:24] 來打造可長期運作的
[02:25:27] 品牌系統
[02:25:28] 還在評估
[02:25:29] 但想更深入
[02:25:30] 了解適合我的方案節奏
[02:25:32] 好
[02:25:33] 然後第十八題
[02:25:34] 這是一個珍貴的一堆資訊
[02:25:37] 我們認認真真的花時間
[02:25:39] 給你
[02:25:40] 所以你會準時
[02:25:41] 全程參與
[02:25:42] 就按準時全程參與
[02:25:45] 如果沒有的話
[02:25:46] 你會至少願意提早六小時
[02:25:49] 然後
[02:25:50] 你是哪一個寫一下
[02:25:52] 那最後呢
[02:25:53] 這四個勾勾都要打勾
[02:25:56] 就是你是第一次諮詢的
[02:25:59] 是可以有免費一次諮詢
[02:26:01] 那但是到第二次
[02:26:02] 我們就會需要
[02:26:04] 你留言什麼決策
[02:26:06] 教唇諮詢
[02:26:07] 那個就是會有一個費用了
[02:26:10] 然後必須想實認真的
[02:26:12] 因為我們
[02:26:13] 你們填完
[02:26:14] 我們會有後
[02:26:16] 我們會人工審核的
[02:26:18] 那如果我們評估還不適合的
[02:26:21] 我會建議你們就來多聽
[02:26:23] 我們的
[02:26:24] 這種免費先修班
[02:26:26] 因為未來我還會開一些不一樣的
[02:26:28] 我會想要支持到
[02:26:30] 還在路上的某些人
[02:26:32] 跟已經決定要創業
[02:26:33] 那是不同的對不對
[02:26:35] 那至少
[02:26:36] 但是至少我會知道
[02:26:37] 我可以怎麼樣支持你們
[02:26:39] 你們都要打這些勾勾
[02:26:41] 打完勾勾你就可以預約時段了
[02:26:43] 那昨天本來時段
[02:26:45] 幾乎都已經被約完了
[02:26:47] 那的確都是我們把一些
[02:26:49] 就是時段給重新開放
[02:26:51] 就是意思就是
[02:26:52] 昨天有一些人都在預約
[02:26:55] 然後我們已經把
[02:26:58] 真的可能還沒有合適的
[02:27:00] 我們就挽聚了他
[02:27:02] 所以你們一樣是填
[02:27:04] 那如果你填
[02:27:06] 你昨天填了
[02:27:08] 你有被玩具
[02:27:09] 但是你真的覺得很想要
[02:27:11] 那你一定要讓我們知道
[02:27:13] 你是真的很需要
[02:27:15] 填完了
[02:27:16] 我看到
[02:27:18] 我的手機已經在噹噹噹
[02:27:20] 就是你們填完
[02:27:22] 我們就會知道
[02:27:24] 所以我就會看看
[02:27:26] 可能還有我看看
[02:27:27] 已經有好幾個人填了
[02:27:29] 那我們晚一點
[02:27:30] 會回覆給你們
[02:27:32] 那我要跟各位說
[02:27:34] 你們在填單如果填完的人
[02:27:37] 然後
[02:27:38] 看到很多人都在填了
[02:27:40] 那我也要跟大家講一件事情
[02:27:43] 回到
[02:27:45] 這一頁
[02:27:47] 我們剛剛在說品牌診斷
[02:27:49] 然後我也很想
[02:27:50] 今天想要跟大家聊另外一個
[02:27:52] 就是如何活出
[02:27:53] 連你自己都羨慕的
[02:27:55] 一個狀態
[02:27:56] 然後我
[02:27:57] 我第一次到美國
[02:27:59] 雪氏達山的時候
[02:28:00] 你們知道嗎
[02:28:01] 那時候我才剛還完
[02:28:03] 400多萬的負債
[02:28:05] 然後我好想要
[02:28:07] 有一些新的可能性
[02:28:09] 如果有聽到我
[02:28:10] 昨天故事的人就知道
[02:28:12] 我昨天是
[02:28:13] 那時候被詐騙了400多萬
[02:28:15] 被龐氏變局
[02:28:17] 那龐氏變局好不容易處理完了
[02:28:19] 而且我在那一年還完
[02:28:21] 400多萬之後
[02:28:22] 我覺得我的人生開始開掛了
[02:28:24] 因為我不單單還完400多
[02:28:27] 我還去了日本
[02:28:30] 廈門跟杜柏對不對
[02:28:32] 我去了那三個地方
[02:28:34] 那接著我就開
[02:28:36] 我其實很喜歡
[02:28:37] 錢沒拿回來
[02:28:38] 但是我完全還完
[02:28:40] 而且我整個開始開掛
[02:28:43] 因為那個就是龐氏變局
[02:28:45] 詐騙很難拿回來的
[02:28:47] 然後那個就是一個
[02:28:49] 精心設計的詐騙
[02:28:51] 那但是
[02:28:52] 那個不是重點
[02:28:53] 重點是什麼
[02:28:54] 我開始打開我自己之後
[02:28:56] 像第一次我去美國
[02:28:58] 雪氏達山
[02:28:59] 我莫名其妙的
[02:29:00] 得到了有一個召喚
[02:29:02] 大家記不記得
[02:29:03] 就是很多年前就開始有
[02:29:05] 那種靈性旅行
[02:29:06] 然後我就內心有一個召喚
[02:29:08] 好想去
[02:29:09] 然後結果呢
[02:29:10] 我因為好想去
[02:29:11] 我就跟宇宙說
[02:29:12] 我好想去
[02:29:13] 但是我才剛完完錢
[02:29:15] 那你幫我想辦法
[02:29:17] 結果我就網路上找著找著
[02:29:19] 我就莫名其妙
[02:29:20] 找到一個住在
[02:29:22] 美國雪氏達山的
[02:29:24] 身心靈老師
[02:29:25] 然後呢
[02:29:26] 然後我們兩個就聯絡了
[02:29:28] 然後他就跟我說
[02:29:29] 那假好了Sally
[02:29:30] 如果你可以幫我找到
[02:29:32] 找到可能12個人吧
[02:29:35] 你就可以免費的
[02:29:36] 學費就不用錢
[02:29:38] 應該說
[02:29:39] 但是我自己要出旅費
[02:29:41] 然後機票住宿什麼
[02:29:43] 自己還是要出的
[02:29:44] 然後我那時候說
[02:29:45] 哦是這樣子
[02:29:46] 結果你們知道
[02:29:47] 我找了多少人嗎
[02:29:48] 那是我人生中
[02:29:49] 第一次找人
[02:29:50] 一起去找那個老師
[02:29:53] 後來我莫名其妙
[02:29:55] 我找了20幾個人
[02:29:57] 我跟你講
[02:29:58] 我從來沒有找過人
[02:30:00] 去旅行
[02:30:01] 然後我那時候就是公布出去
[02:30:03] 莫名其妙就這麼多人
[02:30:05] 然後因為老師太驚訝了
[02:30:07] 然後所以呢
[02:30:09] 我全程的機票住宿
[02:30:11] 學費所有所有都是免費的
[02:30:14] 大家有沒有覺得
[02:30:16] 你會想要有免費旅行嗎
[02:30:19] 就是免費旅行你想要嗎
[02:30:21] 如果想要打個箱
[02:30:23] 對不起
[02:30:24] 應該要打藥
[02:30:26] 藥
[02:30:27] 我要免費旅行
[02:30:29] 對不對
[02:30:30] 要免費旅行
[02:30:31] 要是我會想要啊對不對
[02:30:33] 如果你要免費旅行這件
[02:30:35] 就是大家可以多來跟我那個
[02:30:38] 以後我還會講一些就是
[02:30:40] 我是怎麼去得到
[02:30:41] 今天才跟很多人說
[02:30:42] 哦得到很多禮物
[02:30:44] 太多
[02:30:45] 經常在收禮物
[02:30:47] 有沒有想要經常收禮物的藥嗎
[02:30:50] 你要常常收到禮物嗎
[02:30:52] 我也是要對不對
[02:30:53] 誰不要啊對不對
[02:30:55] 哦要挑那我跟你們講
[02:30:56] 明天還要講另外一個
[02:30:57] 我得到免費旅行的事情
[02:30:59] 明天的是另外一個身體
[02:31:01] 所以這個是一個
[02:31:02] 然後呢
[02:31:03] 第二次去雪獅達山的時候呢
