[00:00] 能量清理一有
[02:07:09] 這五天的時間
[02:07:10] 好然後總共時段
[02:07:13] 沒有到很多
[02:07:14] 所以大家那個把握一下
[02:07:16] 我們的時段沒有很多
[02:07:17] 所以呢你們填到這裡
[02:07:20] 填好的人
[02:07:22] 然後你最後就可以按最底下一個
[02:07:24] 排程會議就可以送出
[02:07:27] 你看你的哪一個時間是最合適的
[02:07:30] 然後你就可以按送出
[02:07:32] 好然後
[02:07:33] 呃你們在
[02:07:35] 填到這邊應該差不多
[02:07:36] 那我來回答Vivi的問題
[02:07:38] 我覺得Vivi這個問題很好
[02:07:40] 我剛剛漏了回哦
[02:07:41] Vivi問說
[02:07:43] 請問如果有在經營社群
[02:07:45] 像是臉書啊會過
[02:07:48] 架設官網是必要的嗎
[02:07:50] 是因為要設金流
[02:07:51] 不只是因為設金流
[02:07:52] 我跟你講Square跟我們現在這個差別
[02:07:54] 是有差別的哦
[02:07:56] 我跟大家講一下為什麼哦
[02:07:58] 像Square請問
[02:08:00] 你看一下我這個這個我看一下
[02:08:02] 這是表單
[02:08:03] 我給你看另外一個我們的同學
[02:08:06] 呃
[02:08:07] 好這個這個同學好
[02:08:08] 請問Square你可以有像這樣的一個官網嗎
[02:08:12] 輕輕處處的把你自己介紹進來
[02:08:16] 你覺得Square有這個功能嗎
[02:08:18] Vivi
[02:08:19] 有嗎
[02:08:24] 然後系統呢
[02:08:25] 市值網站還是包含其他平台
[02:08:28] 我跟你講哦我們的系統是這樣子
[02:08:30] 我們的
[02:08:31] 對不對
[02:08:32] 你有理解嗎
[02:08:32] 第一個問題我們回答到你
[02:08:34] 經營社群像臉書
[02:08:36] 你看臉書ig
[02:08:38] Square ttalk
[02:08:39] facebook
[02:08:40] 呃那個什麼youtube
[02:08:41] 是不是都是一個社群媒體
[02:08:44] 但是他沒有官網這種什麼
[02:08:47] 他沒有讓你很清晰的看到這個人在
[02:08:50] 你在做什麼的
[02:08:52] 你可不可以支持到他
[02:08:53] 還有他們沒有什麼
[02:08:55] 沒有那個按鈕
[02:08:57] 對不對沒有那個想要參加的一個
[02:08:59] 你看這裡有個報名按鈕對不對
[02:09:02] 沒有按鈕給你啊
[02:09:04] 對不對
[02:09:05] 沒有按鈕這件事情就代表什麼
[02:09:09] 哎那個那個亮亮在問問題
[02:09:11] 那麻煩Edward幫我回一下哦
[02:09:13] 然後我還沒看我先回答
[02:09:15] 那個Vivi的問題
[02:09:16] 所以你看是不是沒有按鈕
[02:09:18] 所以
[02:09:18] 官網是不一樣的好
[02:09:20] 然後再加設官網
[02:09:22] 我我覺得以現在來說
[02:09:25] 如果你要在你的圈層是
[02:09:27] 有跳脫出來
[02:09:29] 而且很快的被看到
[02:09:31] 那麼官網他會幫助你未來五到十年
[02:09:34] 你就會輕鬆容易很多
[02:09:36] 當然建設官網是要花點時間的
[02:09:39] 我必須先說
[02:09:40] 但是你一旦建制好
[02:09:42] 不只是官網
[02:09:43] 我們官網官網只是最基本的
[02:09:46] 但是大家有印象嗎
[02:09:47] 我剛剛說的這個系統是
[02:09:50] 這個我這個系統是包含什麼呢
[02:09:54] 給大家看一下哦
[02:09:57] 我再給大家看一次
[02:10:05] 系統是代表什麼
[02:10:06] 我再給大家看一次
[02:10:09] 就是我的個人領書
[02:10:14] 大家看一下哦
[02:10:15] 在我的這個領書上面呢
[02:10:17] 我是不是把我的手圖整個都已經
[02:10:20] 呃變成是一個清晰可實化的
[02:10:23] 也就是說如果你是升星林老師
[02:10:25] 然後如果你是想要落地的升星林老師
[02:10:29] 這裡很清晰的告訴你
[02:10:30] 如何從靈魂定位到品牌系統到穩定收入
[02:10:34] 那我把我的定位名稱也寫得很清楚
[02:10:37] 就是零星品牌落地師
[02:10:39] 好那你看完這張圖之後呢往下滑
[02:10:42] 在這邊會有一個解計
[02:10:43] 會有一個超連結
[02:10:44] 那這個連結就會
[02:10:47] 哎
[02:10:48] 我一下不小心被我按到了
[02:10:55] 這是我的個人來到這個
[02:10:56] 療癒師的收入
[02:10:58] 這也該跟我的個人領書
[02:11:00] 大家看一下哦
[02:11:01] 在我的這個領書上面呢
[02:11:03] 我是不是
[02:11:04] 哎
[02:11:05] 這是不好意思哦
[02:11:07] 嗯明明在跑
[02:11:09] 三途三天免費升收班
[02:11:12] 那這邊呢有一個免費報名按鈕
[02:11:14] 如果你放進去
[02:11:15] 你就會到達我們的下一個環節
[02:11:18] 如果呢你是往下滑
[02:11:20] 那你繼續看這些內容
[02:11:21] 覺得哎這個內容的確是有吸引你的
[02:11:24] 時候這裡你再繼續按
[02:11:26] 也一樣會看到分房Line OA
[02:11:30] 那我先解釋一下哦
[02:11:32] 剛剛你看到是官網對不對
[02:11:34] 官網他那邊有一個點擊
[02:11:36] 報名按鈕的時候他會串接什麼叫系統
[02:11:40] 他會幫助你串接到官方Line
[02:11:42] 啊為什麼串接到官方Line
[02:11:44] 因為Line是我們天天會用的
[02:11:47] 這樣子哦
[02:11:48] 還還沒完哦
[02:11:49] 但所以我們會串接
[02:11:51] 我們的自動化是第一個有官網
[02:11:53] 然後這個官網裡面已經包山包海了
[02:11:56] 代表什麼呢
[02:11:57] 第一個他幫你串接
[02:11:59] 那個官方Line
[02:12:00] 第二個他還幫你串接金流
[02:12:03] 第三個他還有預約日曆系統
[02:12:06] 第四個他還可以放課程進去
[02:12:09] 你再繼續看一次哦
[02:12:11] 你點擊官方Line OA
[02:12:12] 我們對我們來說
[02:12:14] 我們就引流成功了吧
[02:12:16] 公領域引流到我們的私領域
[02:12:18] 那現在呢
[02:12:19] 我來帶著大家去看
[02:12:20] 如果引流進來會發生什麼事情
[02:12:23] 好現在就是我的官方Line OA
[02:12:25] 莎莉小宇宙的後台
[02:12:27] 在這個標籤裡面呢
[02:12:28] 我就會看到1月6號我們的直播裡面
[02:12:31] 現在有182個人報名了
[02:12:34] 那還有另外一個自動化的部分
[02:12:36] 是什麼能夠展示給大家看
[02:12:37] 這是我們的後台
[02:12:38] 這是一個預約系統
[02:12:40] 如果有跟我們做預約的人
[02:12:42] 那這邊我們就會看到
[02:12:43] 你看預約就會跑進來了
[02:12:45] 跑到我們的預約日曆裡面
[02:12:47] 你還可以有金流也做進來
[02:12:50] 以及課程也放置進來
[02:12:52] 叫我理解嗎
[02:12:54] 叫我們很清楚了
[02:12:56] 就是我把課
[02:12:58] 我們把這就是一戰士系統的概念
[02:13:01] 我剛剛
[02:13:02] 這就是我剛剛這邊講的
[02:13:04] 成交系統有沒有更清楚了
[02:13:08] 有更清楚了
[02:13:10] 然後
[02:13:11] 嗯
[02:13:12] Vivi說請問目前看到這個網站後台是有空間
[02:13:15] 放預錄可能是的沒有錯
[02:13:18] 而且可以放很多很多很多很多
[02:13:21] 可以放無限制的放
[02:13:23] 我們會告訴你
[02:13:24] 所以大家有沒有發現
[02:13:26] 很厲害的是
[02:13:26] 那如果你這個到第三天會講的
[02:13:29] 更多關於
[02:13:31] 呃你們的收入
[02:13:32] 怎麼去讓你的收入有穩健的收入
[02:13:35] 有幾個收入的方法
[02:13:38] 我們到第三天會講
[02:13:40] 第三天會講的更多這個部分
[02:13:43] 好
[02:13:44] 第三天會講
[02:13:45] 所以我看到已經很多人預約了
[02:13:48] 我拉一下
[02:13:49] 最後我要跟大家講的一個事情哦
[02:13:51] 就是說
[02:13:52] 呃還沒有填好的你還可以填一下哦
[02:13:55] 我不曉得還沒有名額哦
[02:13:57] 你們可以趕快趕快填一下還沒填好的人哦
[02:14:00] 那個因為我已經看到蠻多人已經填好了
[02:14:03] 哦我不曉得現在還剩幾個名額說真的我不知道
[02:14:08] 然後如果
[02:14:09] 你如果有就是你想報名
[02:14:11] 但是
[02:14:12] 你找不到你可以
[02:14:14] 你能夠的時間你
[02:14:16] 你趕快在我們的有嗎有嗎有這樣的同學嗎
[02:14:20] 我確認一下你
[02:14:22] 你要你要那個諮詢
[02:14:23] 但是你沒有找到你可以的時間的人
[02:14:27] 你那個你要跟我們說你可以寫在這裡
[02:14:31] 然後讓我知道然後我要跟大家講一下
[02:14:33] 就是我希望我們大家都
[02:14:35] 活出連你自己都羨慕你自己的狀況好不好
[02:14:39] 如果可以做到這個
[02:14:41] 那是不是真的蠻好的
[02:14:43] 是真的蠻好那我跟大家講一下
[02:14:45] 我曾經的那個故事好不好
[02:14:48] 我這個是我去杜拜照片
[02:14:49] 我告訴你們的是我什麼時候去的
[02:14:51] 那個是在我當時被詐騙了400多萬的時候
[02:14:56] 我的內心小聲音跟我那時候就很焦慮
[02:14:59] 嗎是不是都有你被詐騙400多萬會不焦慮嗎
[02:15:03] 當時我的月收入就是
[02:15:05] 那而且我還是不穩定的那個療癒師
[02:15:07] 大家都知道不穩定是什麼概念吧
[02:15:09] 然後呢但是我是個認真努力的療癒師
[02:15:12] 但是我再怎麼認真努力請問
[02:15:14] 我被詐騙400多萬我又不是月收入上百萬的
[02:15:18] 我月收入是那幾萬外七八萬
[02:15:21] 在當時已經不錯了
[02:15:22] 但是七八萬要還到400多萬我算了一下
[02:15:25] 加上利息還要加上生活費
[02:15:28] 我至少再怎麼努力我都要花
[02:15:31] 七年左右時間只要很節約不能玩
[02:15:35] 一定要很節省
[02:15:36] 而且可能要找另外一個副業
[02:15:39] 工作就是兼職
[02:15:42] 那當時我是不接受的嘛
[02:15:44] 那我不接受這個事情怎麼辦呢
[02:15:46] 所以呢當時我就下定決心
[02:15:49] 我一定要超越他
[02:15:51] 我要用身心靈教會我的方法超越他
[02:15:54] 那你們知道嗎
[02:15:55] 我後來超越的方式呢
[02:15:57] 第一個去的這個李新平老師帶領的
[02:16:00] 杜拜奢華之旅
[02:16:02] 因為當我決定要超越他的時候
[02:16:04] 我看到了李新平老師辦的這個
[02:16:06] 杜拜奢華之旅
[02:16:08] 然後呢我我那時候內心的小聲音告訴我自己
[02:16:12] 這一個杜拜奢華之旅
[02:16:14] 可以幫助我人生翻轉
[02:16:17] 所以呢我當時竟然花了已經
[02:16:20] 負債了400多萬我竟然還總共又多花了
[02:16:23] 25萬去這個杜拜奢華之旅加上去當地做小費
[02:16:27] 以及什麼的總共花費25萬
[02:16:30] 我當時心裡想
[02:16:32] 我已經花了我已經負債了400多
[02:16:35] 也不差這20幾了
[02:16:36] 你看我多正面
[02:16:38] 因為我的小聲音告訴我他可以幫助我
[02:16:41] 那我跟各位說一下
[02:16:42] 結果後來發生什麼事情好不好
[02:16:46] 後來呢我發生的事情是
[02:16:49] 呃我可以在
[02:16:51] 後來我就在
[02:16:54] 我在那一年裡面還完了400多萬
[02:16:57] 同時我去了日本去了杜拜去了廈門
[02:17:02] 大家覺得
[02:17:04] 值不值
[02:17:05] 雖然我去杜拜花了20幾萬
[02:17:08] 但是我從那一刻開始
[02:17:11] 我去我去杜拜我還是第一個報名的哦
[02:17:15] 當李新平老師的杜拜奢華之旅那個旅行
[02:17:18] 一出來我就我聽從我內心的小聲音
[02:17:21] 我立刻馬上報名
[02:17:23] 我立刻馬上報名之後
[02:17:25] 我的人生從那一天開始到現在
[02:17:28] 我都覺得非常不可思議
[02:17:31] 我要跟大家說的是
[02:17:32] 有時候我們內在會有一些小聲
[02:17:34] 就是小內心的那種小聲音會告訴你
[02:17:38] 哎不是賭贏哦
[02:17:39] 我告訴你們是我當時很清楚我的
[02:17:42] 我可以忽略我的小聲音
[02:17:44] 但是我告訴你們我當時的想法
[02:17:47] 我這次去我最差情形是什麼
[02:17:50] 我就是玩了一次杜拜對不對
[02:17:52] 然後我又多了20幾萬的負債
[02:17:54] 但是有沒有可能
[02:17:56] 有沒有一種可能是
[02:17:58] 我可能因為去了就像我內心的聲音告訴我
[02:18:02] 因此我的我會有很大的改變
[02:18:05] 然後我去那個團怎麼回事呢
[02:18:07] 我去我報名的那一刻開始
[02:18:09] 我就不斷的想像我去那裡
[02:18:11] 可能會有什麼翻天覆地
[02:18:13] 我的頭腦裡面大概有一百種版本吧
[02:18:15] 當然最後去的版本跟我想像的
[02:18:18] 那一百種版本都不一樣
[02:18:20] 但一樣的就一個東西
[02:18:22] 唯一不變的就一件事
[02:18:26] 我翻轉了
[02:18:28] 我在那一年
[02:18:30] 我的我一年直接還掉400多
[02:18:32] 哎大家想一下是20年前
[02:18:34] 20年前我就一個人哎
[02:18:36] 我是個沒有任何家庭背景的人
[02:18:38] 我的我還需要養家國口的
[02:18:40] 我要養我的家人
[02:18:42] 然後我要給家裡錢
[02:18:43] 我不能讓他知道我負債
[02:18:45] 然後我不能讓他們知道我負債還那麼多
[02:18:48] 我每個月還是給家就得
[02:18:51] 然後在那個狀況底下我把所有錢還了
[02:18:53] 我竟然還去了三個地方旅行
[02:18:57] 然後
[02:18:58] 就是因為我相信我內心的聲音
[02:19:01] 然後
[02:19:02] 而且我內心告訴自己哦
[02:19:04] 如果不去
[02:19:06] 我我想知道我如果不去
[02:19:09] 那我可能會後悔一輩子
[02:19:10] 但是我如果去了是
[02:19:12] 是了沒有用至少我也試了
[02:19:14] 好嗎
[02:19:15] 最後就是我想送給大家就是
[02:19:17] 呃至少我去了我試了有用
[02:19:19] 所以這才幫助我
[02:19:21] 整個營收開始重新有一個天翻地覆的翻轉
[02:19:24] 那最後也送給大家哦就是
[02:19:26] 生命就是一個修行吧
[02:19:28] 我覺得也是一場生生命的創業
[02:19:31] 然後我也希望你的身心靈創業
[02:19:33] 可以讓你的靈魂跟事業共舞
[02:19:36] 然後這是今天最後送給大家一句
[02:19:38] 那今天稍微有一點超過時間了
[02:19:40] 不過也很謝謝各位今天
[02:19:43] 全程都跟我在場哇
[02:19:45] 在場的人真的很多哦
[02:19:47] 然後謝謝各位來到這裡
[02:19:49] 然後明天一樣七點半開始我們的活動好嗎
[02:19:54] 明天七點半開始那明天會很精彩哦
[02:19:56] 明天要講自媒體還要給你們體驗我們的
[02:19:59] a i 機器人哦
[02:20:01] 所以明天不能沒有沒有辦法
[02:20:03] 每個人都體驗到
[02:20:04] 然後但是如果你有預約成功
[02:20:07] 我們的一對一諮詢
[02:20:08] 呃有可能也會體驗到的
[02:20:10] 有可能你也會親自體驗到好嗎
[02:20:12] 然後那個體驗因為那個超快的
[02:20:15] 好那今天謝謝各位
[02:20:17] 那如果你有預約不到時段的
[02:20:19] 你可以在我們的官方 like
[02:20:21] o a 講一下
[02:20:23] 然後我看看我們顧問可不可以協助你好嗎
[02:20:26] 那我們今天就到這邊協助囉
[02:20:27] 明天見囉各位晚安囉
[02:20:30] 晚安囉拜拜囉
