[00:00] 大家都知道2024到2043這20年是很具有潛力的
[01:59:38] 那個信任疊加了
[01:59:40] 就是你怎麼去讓你的客戶
[01:59:42] 想要找到你
[01:59:44] 想要找你
[01:59:45] 他被你吸引
[01:59:46] 對不對
[01:59:46] 吸引取代那個銷售
[01:59:49] 你的30天圖文內容日曆怎麼做
[01:59:51] 我們A你現在就在做這個事情
[01:59:53] 我他天天做A你做得很好
[01:59:55] 然後三款AI機器人
[01:59:58] 三款怎麼交替使用
[02:00:00] 我都教大家
[02:00:01] 然後最後很重要很重要的
[02:00:03] 就是一對一的顧問成交
[02:00:05] 就像我們剛剛說
[02:00:06] 像醫生一樣的診斷
[02:00:08] 你可以去做
[02:00:10] 然後現在這就是我
[02:00:11] 如果你要做零信創業
[02:00:13] 我認為我們就是一個
[02:00:14] 首選的品牌給到大家
[02:00:17] 那今天來到講做
[02:00:18] 如果你還沒有領取
[02:00:20] 招生落地表
[02:00:21] 還沒有領取收入地圖表的
[02:00:23] 來你現在就可以來我們的
[02:00:26] 這個我們的那個群組裡面
[02:00:29] 然後我們的小幫手
[02:00:31] 已經把社群貼上來
[02:00:33] 若你還沒進群的可以進來
[02:00:36] 那接著呢
[02:00:36] 我們是不是還要送你
[02:00:38] 那個價值1萬塊的
[02:00:40] 一對一的品牌診斷
[02:00:41] 我跟你們說
[02:00:42] 這個一對一品牌診斷
[02:00:43] 就是要協助你釐清的
[02:00:46] 如果你聽到這裡
[02:00:48] 然後如果你還沒有預約
[02:00:50] 或者是你曾經預約
[02:00:53] 可能不小心被我們
[02:00:56] 就是玩具
[02:00:57] 那你可以再次的認真填寫
[02:01:00] 並且讓我知道你的強烈渴望
[02:01:03] 好不好
[02:01:03] 如果你填過有被我們
[02:01:05] 因為我們其實
[02:01:06] 我先跟各位說不好意思
[02:01:08] 我們第一天真的玩具掉的人
[02:01:10] 蠻多的
[02:01:11] 然後因為我還看不到
[02:01:14] 那個決心的時候
[02:01:15] 或者是我覺得會讓你太
[02:01:18] 就是怎麼講
[02:01:19] 還不合適的話
[02:01:20] 那我們會玩具的
[02:01:22] 那但是如果你今天真的是覺得
[02:01:25] 哇
[02:01:25] 但是我真的很想要
[02:01:27] 就是也很想要落地
[02:01:31] 然後也真的很想要有這個方案
[02:01:34] 那你可以讓我知道
[02:01:37] 然後你在填寫內容的時候
[02:01:39] 就可以讓我知道
[02:01:40] 我就會知道說
[02:01:41] 喔好
[02:01:42] 那我們還是讓你預約成功
[02:01:44] 這樣子
[02:01:45] 好嗎
[02:01:45] 那大家可以就是看一下
[02:01:47] 就是你點進去預約
[02:01:49] 要從你的名字
[02:01:50] 你要寫你的名字
[02:01:51] email
[02:01:52] 然後你們跟著這個節奏
[02:01:53] 就是要填手機的姓名
[02:01:55] email
[02:01:56] 然後你的手機號碼
[02:01:58] 然後請你列出你目前會的
[02:02:01] 或者是你未來想要用來
[02:02:03] 對外服務的身心靈技能是什麼
[02:02:05] 比如說是靈氣
[02:02:07] 是塔羅啊
[02:02:08] 占卜啊
[02:02:09] 或者是比如說天使療癒啊
[02:02:12] 剛我們A你做的是天使療癒
[02:02:13] 或者是推年啊
[02:02:15] 就是你你可以寫好幾種沒關係
[02:02:18] 因為你還不會定位嘛
[02:02:20] 但至少你可以讓我知道
[02:02:22] 你最想要用來做
[02:02:24] 就是做服務的是你最喜歡的什麼
[02:02:26] 哪幾種
[02:02:27] 這個第四點一定要寫清楚給我
[02:02:30] 然後你目前在用什麼方式
[02:02:32] 做身心靈很關鍵是什麼呢
[02:02:34] 比如說你是全職做身心靈
[02:02:36] 或是你有一個復業進行中
[02:02:38] 好就是有正職當復業
[02:02:40] 或是你想把身心靈結合原本的專業
[02:02:44] 然後或者是比如說
[02:02:45] 像剛剛有一個同學寫說你是暖工
[02:02:48] 哎
[02:02:48] 如果你暖工你要放進來
[02:02:50] 當然可以
[02:02:50] 你就可以寫說就是
[02:02:52] 你可以選第三個
[02:02:53] 或者寫
[02:02:54] 然後你可以選第三個
[02:02:56] 那接觸身心靈多久呢
[02:02:58] 你可以把你從接觸那一天
[02:03:01] 不是說幫人家做個案
[02:03:03] 從接觸那一天就可以開始算
[02:03:07] 因為我才知道你生
[02:03:08] 你在這個領域接觸的長度有多長
[02:03:12] 這是很重要的
[02:03:14] 然後再來第七點呢是
[02:03:16] 總共有18點
[02:03:18] 你填一定要仔細填
[02:03:20] 你曾經做過個案數量有多少
[02:03:22] 包含收費
[02:03:23] 不收費
[02:03:24] 幫自己
[02:03:25] 幫親友都算
[02:03:26] 比如說你天天幫自己做
[02:03:28] 做了300天的
[02:03:29] 那就有300次啊
[02:03:30] 對不對
[02:03:31] 那要算進去
[02:03:32] 因為這個不是做個案的
[02:03:36] 做個案是我要知道你的深度
[02:03:39] 你做到什麼程度
[02:03:40] 那你那你要誠實回答哦
[02:03:43] 然後目前有沒有對外收費
[02:03:46] 如果有人就寫穩定收費
[02:03:47] 如果有不穩定也要寫
[02:03:50] 然後偶爾才收費的
[02:03:52] 或還沒收費
[02:03:52] 你都要寫給我看
[02:03:55] Runa說怎麼知道被玩具的
[02:03:57] 還預約成功
[02:03:58] Runa你那個我們都會回覆啊
[02:04:01] 那個Runa你在我們的
[02:04:03] 沙利小宇宙那個官方籃
[02:04:05] 那個工作人員請幫我貼上去一下
[02:04:08] 然後你把你這一題
[02:04:10] 你問的這一個
[02:04:12] 寫上去
[02:04:12] 然後你寫你的名字
[02:04:14] 跟你預約的時間
[02:04:15] 我們來幫你確認
[02:04:16] 因為照理說
[02:04:17] 如果你已經有預約了
[02:04:19] 那你就會看到
[02:04:21] 那個預約成功與否
[02:04:23] 你會看到
[02:04:24] 然後我們繼續往下
[02:04:26] 然後你的收入
[02:04:27] 你一定要第九題
[02:04:28] 你一定要告訴我
[02:04:29] 你整體的平均月收入
[02:04:32] 因為第九題跟第十一題
[02:04:34] 是有關聯的
[02:04:35] 然後你目前的收入主要來源
[02:04:37] 是什麼要告訴你
[02:04:39] 比如說你整體收入是低於三萬
[02:04:41] 或是五到八萬八到十萬
[02:04:43] 你都要讓我知道
[02:04:45] 因為我才會知道說
[02:04:46] 你現在的狀況
[02:04:47] 走到未來六到十二個月
[02:04:50] 你整體月收入
[02:04:52] 你的期待要走到哪裡
[02:04:54] 那我能不能支持你嘛
[02:04:56] 對不對
[02:04:56] 這是一個很現實的
[02:04:58] 我絕對要覺得
[02:04:59] 我能夠支持你
[02:05:00] 我們才繼續嘛
[02:05:02] 對不對
[02:05:03] 那你目前的收入來源是什麼
[02:05:05] 你也可以讓我知道
[02:05:06] 你是全職有一個工作嗎
[02:05:09] 還是你是正職家副業
[02:05:13] 然後全職申興名還是什麼
[02:05:15] 你寫清楚
[02:05:16] 你看這是副選題
[02:05:18] 你可以讓我知道
[02:05:20] 然後再來就是你的曝光跟精明
[02:05:23] 然後那個
[02:05:25] 我有看到那個什麼
[02:05:27] Luna有看到你
[02:05:28] 等一下回給你
[02:05:29] 然後目前你主要經營的平台是什麼
[02:05:32] 比如說
[02:05:34] 這是副選的
[02:05:35] 如果是IG臉書
[02:05:36] 小紅書什麼什麼
[02:05:38] 都可以
[02:05:38] 你寫上來讓我知道
[02:05:40] 我就知道你
[02:05:41] 你的是什麼
[02:05:43] 你經營的平台可副選
[02:05:44] 然後你經營的平台的連結
[02:05:48] 請你貼上來給我
[02:05:50] 你的平台連結請貼上來
[02:05:53] 如果你經營IG
[02:05:54] 就把IG連結貼上來
[02:05:56] 如果你也有經營臉書
[02:05:57] 臉書的連結也請貼上來
[02:06:00] 中間用一個分號
[02:06:01] 我們就知道這是兩個不一樣的連結
[02:06:04] 好不好
[02:06:05] 然後再來就是第四
[02:06:07] 4點你目前最卡的是什麼
[02:06:09] 這是副選題可以副選的
[02:06:12] 如果你覺得定位
[02:06:13] 不知道
[02:06:14] 或是你不知道怎麼去寫內容
[02:06:16] 你不知道怎麼曝光
[02:06:18] 然後你的收入不穩定
[02:06:21] 或是不會設計課程方案
[02:06:23] 或是不懂系統
[02:06:24] 不懂流程
[02:06:25] 你是哪個你可以
[02:06:26] 你可以選下來讓我知道
[02:06:30] 然後你希望透過諮詢
[02:06:32] 會得到解決的是什麼
[02:06:34] 比如說你希望透過諮詢
[02:06:35] 你可以很清楚的知道
[02:06:38] 如何定位
[02:06:39] 或者是你想得到的重點解決
[02:06:42] 可能
[02:06:43] 當然這跟第十四點很有問題
[02:06:44] 就怎麼樣可以收入穩定
[02:06:47] 你第十四點最希望得到是什麼
[02:06:50] 或者是你最想要人家
[02:06:51] 你最想要有一個很長期穩定的
[02:06:54] 收入來源
[02:06:56] 或是可以好好的做你熱愛的
[02:06:58] 身心靈工作
[02:06:59] 是什麼
[02:07:00] 然後第十六點
[02:07:01] 你目前在落地
[02:07:03] 跟提升收入這件事情
[02:07:04] 你覺得你自己最接近哪一種
[02:07:07] 比如說你是願意為成長
[02:07:09] 跟提升收入
[02:07:10] 投入時間資源
[02:07:11] 或是你是正在探索
[02:07:13] 希望有人幫你釐清
[02:07:15] 或者你覺得你還沒準備好
[02:07:16] 但你想要了解整體的路徑
[02:07:18] 跟可能性
[02:07:19] 不論是什麼你寫上來
[02:07:21] 我們看一下你的狀況
[02:07:23] 然後第十七點
[02:07:24] 是若未來有一個可能
[02:07:27] 有一個系統可以幫你把你的能力
[02:07:29] 經驗轉換成一個穩定
[02:07:32] 可持續的收入
[02:07:34] 你
[02:07:34] 而且可以持續五年的安心收入
[02:07:37] 你覺得對於投入資源
[02:07:38] 來加速這條路的準備是什麼
[02:07:41] 你可以寫下來
[02:07:43] 然後最後你
[02:07:45] 你可不可以做到就是會准時出席
[02:07:48] 然後如果真的不行
[02:07:49] 你會願意至少提前通知
[02:07:52] 因為我告訴你們
[02:07:54] 這是很珍貴的一對一
[02:07:56] 我們完全沒有收費
[02:07:59] 剛剛我是不是跟你們說了
[02:08:00] 我們可以收什麼體驗價
[02:08:02] 或什麼價
[02:08:03] 我們都不收
[02:08:05] 所以請你填單的人
[02:08:07] 也珍惜我們的服務
[02:08:09] 然後我們的服務
[02:08:11] 不是你填了
[02:08:12] 就一定給你服務
[02:08:13] 而是我們會一個一個審視
[02:08:15] 好
[02:08:16] 那最底下有四個
[02:08:17] 都請你幫我打勾
[02:08:19] 再次預約說明
[02:08:20] 然後什麼什麼幫我打勾
[02:08:21] 打勾完了之後
[02:08:22] 你就可以去填你要的時間了
[02:08:24] 誰看我看看
[02:08:25] 我們現在剩下的時間不多了
[02:08:27] 總共剩下好像總共可能
[02:08:29] 6 5 5個還6個時間而已
[02:08:33] 沒有了
[02:08:33] 所以你把你能夠的時間填上來
[02:08:36] 那假設
[02:08:37] 然後假設那個時間
[02:08:39] 你就真的不方便
[02:08:40] 因為真的不方便
[02:08:43] 然後那你就到我們的
[02:08:45] 沙利小宇宙的那個
[02:08:47] 連結裡面
[02:08:48] 我們的沙利小宇宙官方LINE
[02:08:51] 裡面
[02:08:52] 你寫一下說
[02:08:54] 你想很想要預約
[02:08:55] 那個一對一
[02:08:56] 但是沒有你的時間
[02:08:59] 那沒有你可以那個找的時間
[02:09:01] 可不可以幫你就是
[02:09:03] 看有沒有
[02:09:04] 那你就要留下
[02:09:05] 你可以的幾個時段
[02:09:07] 我們看看
[02:09:08] 我們有沒有辦法支持你
[02:09:10] 然後去找到合適
[02:09:12] 跟你對評的時間
[02:09:13] 好不好
[02:09:14] 你可以這麼寫
[02:09:15] 就是你可以到我們的
[02:09:16] 沙利小宇宙官方LINE
[02:09:18] 然後來做這個留言
[02:09:20] 好不好
[02:09:21] 假設你會有這個需求的話
[02:09:24] 你就真的找不到
[02:09:25] 你要約的時間的話
[02:09:27] 你可以來這麼問
[02:09:28] 然後最後呢
[02:09:29] 我們開放一點QA
[02:09:31] 好不好
[02:09:32] 有沒有人有什麼要
[02:09:33] 想問的問題
[02:09:34] 我看一下
[02:09:35] 我剛剛有沒有漏掉問什麼
[02:09:38] 好
[02:09:39] 有沒有什麼
[02:09:42] 我忘了
[02:09:42] 好
[02:09:44] ok
[02:09:45] 好
[02:09:45] 如果有人有想問什麼問題
[02:09:48] 你可以問
[02:09:49] 好
[02:09:49] 然後那個我拉回
[02:09:51] 我看一下
[02:09:51] 有
[02:09:52] 好
[02:09:52] 那個豆子請說
[02:09:54] 你可以
[02:09:57] 豆子
[02:09:57] 你要直接開麥說
[02:09:59] 還是你要打字的也可以
[02:10:00] 就是你有想要問什麼
[02:10:02] 可以直接讓我知道
[02:10:05] 讓我知道
[02:10:09] 開不了麥克風
[02:10:11] 豆子
[02:10:12] 我看一下
[02:10:12] 豆子在哪
[02:10:13] 豆子
[02:10:14] 幫我開
[02:10:15] 幫他看一下
[02:10:16] 可以可以
[02:10:16] 豆子
[02:10:17] 你可以開麥
[02:10:18] 可以了
[02:10:20] 謝謝老師
[02:10:21] 那個我想請
[02:10:22] 我想請
[02:10:24] 可以嗎
[02:10:25] 可以
[02:10:25] 可以
[02:10:27] 因為我這邊聽到
[02:10:28] 歡迎
[02:10:29] 好
[02:10:29] 那個老師今天有說到
[02:10:31] 那個AI寫文啊等等
[02:10:34] 對不對
[02:10:34] 那那些是流量的來源
[02:10:36] 包含就是拍攝一些影片
[02:10:39] 我想問一下這些流量啊
[02:10:41] 是在自己的官網上
[02:10:43] 就是會
[02:10:45] 你所謂的那個
[02:10:47] 流量的來源
[02:10:48] 比如說是粉專呢
[02:10:49] 還是自己的網頁呢
[02:10:51] 還是什麼
[02:10:52] 就是我想知道
[02:10:52] 這個是不是
[02:10:53] 要下廣告付費的
[02:10:54] 還是他自然
[02:10:55] 自然就會有流量
[02:10:57] 謝謝老師
[02:10:58] 豆子這個問題問得非常的好
[02:11:01] 我跟你們講一下
[02:11:02] 所有的同學一起聽
[02:11:04] 到底要不要花錢打廣告
[02:11:07] 有沒有人會有這個想法
[02:11:08] 你在想要不要花錢打廣告
[02:11:11] 然後流量從哪裡來
[02:11:13] 是這兩個問題嘛
[02:11:15] 那我先解決第一個
[02:11:16] 就是那個要不要打廣告
[02:11:18] 我先跟大家講
[02:11:19] 我會建議在你的東西
[02:11:23] 如果你覺得市場
[02:11:24] 還沒有很多人
[02:11:26] 應該說還沒有很多人買單之前
[02:11:29] 我先不建議你
[02:11:31] 我不會立刻馬上建議你打廣告
[02:11:34] 因為打廣告是要燒錢的
[02:11:36] 要花錢
[02:11:37] 然後再來
[02:11:38] 廣告是要有策略
[02:11:40] 你們如果不知道廣告策略
[02:11:42] 那你只是把錢丟到水裡就不見了
[02:11:45] 普通就不見了
[02:11:46] 好這是第一件事
[02:11:47] 那如果第二件事
[02:11:48] 你找人幫你打廣告
[02:11:51] 你找行銷公司幫你打廣告
[02:11:53] 哇靠
[02:11:53] 那你要花的錢就更多了
[02:11:55] 因為行銷公司一般而言
[02:11:57] 再怎麼低
[02:11:58] 一般來說
[02:11:59] 可能就是5萬起跳
[02:12:00] 5萬起跳是廣告費
[02:12:02] 5萬起跳
[02:12:03] 還不包含要幫你做這做那
[02:12:07] 那他要幫你打好廣告
[02:12:09] 所以你可能基本
[02:12:10] 可能要準備個8萬塊吧
[02:12:12] 就基本
[02:12:13] 我說的是基本
[02:12:14] 那一般人會花這個錢嗎
[02:12:18] 那一次拍片5千
[02:12:20] 那有的就有的
[02:12:22] 我跟你說
[02:12:22] 你們要做的是什麼
[02:12:24] 你們要做的是有效
[02:12:25] 對不對
[02:12:26] 而不是做無效
[02:12:27] 小錢
[02:12:28] 但無效
[02:12:29] 所以有效的才做
[02:12:32] 然後一次拍片5千
[02:12:34] 有成交就抽1000
[02:12:37] 那就要看是什麼網紅
[02:12:40] 然後這個網紅跟你之間
[02:12:42] 有跟你在做的事情
[02:12:44] 到底有沒有關聯
[02:12:45] 他他能不能推薦得很好
[02:12:48] 那網紅這個
[02:12:49] 我們也知道啊
[02:12:50] 有認識啊
[02:12:51] 我後面我有機會再跟你們多講
[02:12:53] 因為
[02:12:55] 網紅推薦也是有的
[02:12:57] 我身邊有朋友
[02:12:58] 他也有找網紅推薦
[02:12:59] 那但是推薦那個分論是怎麼分
[02:13:03] 那都是有學問的好嗎
[02:13:05] 那因為
[02:13:06] 然後那個網紅呢
[02:13:08] 也有你們自己怎麼
[02:13:09] 就是也有你們可以怎麼自己去找
[02:13:12] 那我先拉回到我們剛剛講廣告
[02:13:14] 那個廣告那個費用呢
[02:13:16] 這件事情就會變成是
[02:13:18] 我會建議除非你的東西已經
[02:13:20] 比如說你的課程
[02:13:22] 你的服務
[02:13:23] 都有一個某種程度的穩定量
[02:13:25] 那你再決定要不要花錢
[02:13:27] 好這是第一個問題
[02:13:29] 應該回答到你了
[02:13:30] 那第二個問題呢是
[02:13:32] 如果你有什麼
[02:13:33] 你有一個官網要怎麼引流變現嗎
[02:13:36] 很簡單的我跟你說
[02:13:38] 同學們
[02:13:39] 你們是不是有人自己在臉書或IG
[02:13:42] 對不對
[02:13:43] 我們現在最常用臉書IG脆
[02:13:45] 或者是什麼TTOK
[02:13:47] 然後這些東西
[02:13:49] 或者是你的短影也可以放在YouTube頻道
[02:13:52] 對不對
[02:13:52] 那你放在這些頻道的目的是什麼
[02:13:55] 就像我們剛剛A你說的
[02:13:57] 你把你的文章
[02:13:59] 如果是放在臉書跟IG
[02:14:01] 然後最後做一個所謂的行動呼籲
[02:14:04] 然後這些人就會因著你的引導
[02:14:07] 比如說他的行動呼籲
[02:14:09] 可能是說我讓你知道
[02:14:10] 其實我有體驗價
[02:14:12] 體驗價就是111
[02:14:14] 請問這個行動呼籲強不強
[02:14:16] 而且那個111好便宜
[02:14:19] 然後一點那個連結
[02:14:20] 就點到他的官網
[02:14:22] 一點到官網看得清清楚楚
[02:14:24] 這個111塊
[02:14:26] 原來要給我哪些東西
[02:14:27] 哇靠也太超值了吧
[02:14:29] 然後我就會點進去
[02:14:31] 好那引流是什麼呢
[02:14:32] 引流指的是你在公領域
[02:14:35] 什麼是公領域
[02:14:36] 公開的領域
[02:14:37] 也就是你的臉書IG
[02:14:39] 或者是YouTube頻道
[02:14:41] 這些叫公領域
[02:14:42] 從公領域
[02:14:43] 他們看到你的官網連結
[02:14:47] 你的專業形象出現了
[02:14:49] 點進去之後
[02:14:50] 如果覺得很喜歡
[02:14:52] 是不是會少買
[02:14:53] 少
[02:14:54] 就是會付費報名
[02:14:56] 但當他要點付費報名
[02:14:57] 他會有兩個路徑
[02:14:58] 如果你是官網做好的
[02:15:01] 然後你的預約日曆有做好的
[02:15:04] 他就可以直接按到付費
[02:15:06] 按到付費了之後
[02:15:08] 你是不是留下資料
[02:15:10] 然後你就可以預約時間
[02:15:12] 這是一種方式
[02:15:13] 這個人
[02:15:14] 你的客戶就直接的
[02:15:16] 自動的被轉化
[02:15:18] 變成是你的
[02:15:19] 你的那個私域領域的
[02:15:22] 那個來源了
[02:15:24] 然後豆子你的意思是說
[02:15:25] 流量本來就是
[02:15:27] 從認識的連有
[02:15:28] 不是的不只是
[02:15:30] 認識的連有
[02:15:31] 他因為你寫文章
[02:15:32] 因為你做那個短影音
[02:15:35] 然後現在臉書
[02:15:36] 不論是臉書或IG
[02:15:38] 你們是不是會
[02:15:39] 比如說臉書好開地球
[02:15:40] 好你們的短影音
[02:15:42] 短影音他會幫你去散播給
[02:15:45] 不是你朋友
[02:15:47] 不是你連有
[02:15:48] 也不是你IG有的人
[02:15:50] 陌生人
[02:15:51] 他會幫你推出去
[02:15:53] 有理解嗎
[02:15:53] 陌生人
[02:15:54] 那陌生的人看到
[02:15:56] 如果你做的這個東西
[02:15:57] 有打到他
[02:15:59] 你的內容有讓他覺得喜歡
[02:16:01] 他點個讚或留個言
[02:16:03] 或者是你請他
[02:16:05] 你做一個什麼行動呼籲
[02:16:07] 然後他就有感覺
[02:16:09] 這時候你就會把他
[02:16:11] 跟你再多一層綁定
[02:16:13] 有沒有
[02:16:13] 那如果他因為看到你的東西
[02:16:16] 比如說你們今天怎麼來到我這裡
[02:16:18] 是不是你們看到
[02:16:19] 我寫了一篇什麼文章
[02:16:21] 那個圖有吸引到你
[02:16:22] 你們一點到我的連結
[02:16:24] 哇三天免費課
[02:16:26] 然後如何如何如何
[02:16:28] 這時候你們就怎麼樣
[02:16:29] 你們就
[02:16:30] 你們是不是有興趣了
[02:16:31] 有興趣是不是就點連
[02:16:34] 點我的like oa就進來了
[02:16:36] 這就叫進入到我們的思慾領域
[02:16:38] 我就引流你們進來到我的思慾
[02:16:41] 到目前為止 ok嗎
[02:16:42] 你們就進來囉
[02:16:44] 對流量當然是從公領域再到
[02:16:47] 對就是像Uka說
[02:16:49] 從飯流量就是公領域的流量
[02:16:51] 慢慢會轉化成他
[02:16:53] 較精準的
[02:16:54] 就冷流量池到
[02:16:56] 溫流量池到熱流量池
[02:16:59] 冷溫熱
[02:17:01] 這樣子的理解嗎
[02:17:02] 那人怎麼來呢
[02:17:03] 對啊
[02:17:04] 我們沒有辦法知道
[02:17:05] 那些陌生人怎麼來的
[02:17:07] 就是可能臉書啊或IG啊
[02:17:09] 他們有一些演算法
[02:17:10] 會幫我們推
[02:17:12] 當然是有的
[02:17:13] 是有這樣子的狀況的
[02:17:15] 好
[02:17:15] 所以希望我有回答到豆子的問題
[02:17:18] 那如果
[02:17:20] 本身很簡單
[02:17:22] 那個是背後的原理
[02:17:23] 對不對
[02:17:24] 那前端你們要做什麼
[02:17:25] 很簡單
[02:17:26] 如果你每天花10分鐘
[02:17:28] 好好地經營你的自媒體
[02:17:30] 10到15分鐘
[02:17:32] 如果你要做那個影片的話
[02:17:34] 影片會稍長一點點
[02:17:36] 就PO在你的臉書啊
[02:17:37] 是的
[02:17:38] 豆子
[02:17:38] 你就想想就PO你的臉書
[02:17:40] 如果你的主戰場就是臉書
[02:17:42] 就是PO臉書
[02:17:43] 就對了
[02:17:45] 那臉書不是可以PO貼文嗎
[02:17:47] 也可以PO短影音嗎
[02:17:49] 那你就是PO臉書就對了
[02:17:51] 這麼說就對了
[02:17:52] 沒錯
[02:17:53] 然後呢
[02:17:54] 然後PO東西就是都開地球
[02:17:57] 就對了
[02:17:58] 然後PO有一個30天日曆
[02:18:00] 好好的怎麼跟著節奏PO就對了
[02:18:03] 然後你就像我們Ani一樣
[02:18:05] 就是你的節奏感出來了
[02:18:08] 好
[02:18:08] 你東西都出來了
[02:18:09] 一步一步做了
[02:18:10] 你要做了行動呼籲
[02:18:11] 一呼籲這些人就會來了
[02:18:14] 好嗎
[02:18:14] 所以其實就是耕耘他就對了
[02:18:17] 那但是把耕耘變簡單了
[02:18:20] 前段
[02:18:21] 就是前面有一段東西你做好就
[02:18:23] 是不是後面就容易了
[02:18:25] ok
[02:18:26] 好
[02:18:27] 然後我看一下
[02:18:28] 新語說我有別人給我的
[02:18:31] 身心靈千人社團
[02:18:33] 身心靈官方來自己做臉書
[02:18:36] 還有新創的IG
[02:18:37] 就是不知道怎麼解整合
[02:18:40] 身心靈社團一大堆
[02:18:42] 不要說千人連萬人都有
[02:18:44] 幾萬人都有
[02:18:45] 對不對
[02:18:46] 幾萬人都會有
[02:18:48] 然後身心靈的賴官方
[02:18:50] 那個別人的跟你的是不一樣的
[02:18:53] 如果是你自己的會有用
[02:18:54] 那別人的
[02:18:55] 可能是別人要跟你合作
[02:18:57] 所以新語你的意思是說
[02:18:59] 別人要跟你合作
[02:19:00] 然後是這個部分
[02:19:03] 要如果是別人的
[02:19:04] 我可以跟你說
[02:19:05] 是自己的跟別人的
[02:19:07] 真心說差距太大了
[02:19:10] 你們想
[02:19:11] 假設今天
[02:19:13] 好
[02:19:13] 那個就因為
[02:19:15] 這個比如說
[02:19:15] 這個場子是你自己的
[02:19:17] 跟這個場子是別人的
[02:19:19] 是不是不一樣
[02:19:20] 那今天這個場子是我的
[02:19:22] 對不對
[02:19:22] 那我推薦Ani老師的時候
[02:19:24] 是不是你們就會覺得舒服
[02:19:27] 但是如果我沒有推薦Ani老師
[02:19:29] 那Ani老師一直自己在那邊留言說
[02:19:30] 大家趕快來找我
[02:19:32] 我做天使療癒
[02:19:33] 你們還會覺得他亂來
[02:19:35] 對不對
[02:19:35] 但是今天我推薦他是不一樣了
[02:19:38] 所以你要看你知道
[02:19:41] 那些地方很多一大堆
[02:19:43] 跟
[02:19:44] 但是是不是你的
[02:19:46] 是不是能夠幫助引流的
[02:19:48] 很好是另外一件事情
[02:19:50] 所以
[02:19:52] 提供給你們參考
[02:19:53] 好嗎
[02:19:55] 所以對行銷漏斗是真的很重要
[02:19:58] 很重要
[02:19:59] 好
[02:19:59] 那同學們就是
[02:20:01] 我看到你們有一些人都有在申請
[02:20:04] 那個什麼已經有一些人就是填單
[02:20:07] 填我們的表單
[02:20:08] 然後我要跟你們講的是
[02:20:10] 我們你們填完表單
[02:20:13] 一定要記得一件事情
[02:20:15] 麻煩你們填完表單的人
[02:20:18] 然後請幫我再回到我們的官方來
[02:20:22] 因為我怕會有漏單
[02:20:24] 之前曾經有過
[02:20:25] 因為那個日曆
[02:20:26] 雖然很好用
[02:20:28] 但是我怕有漏單
[02:20:29] 很極少的情形會
[02:20:31] 但是我們為了避免這個情形
[02:20:34] 還是麻煩你
[02:20:35] 就是到我們的官方來
[02:20:37] 告訴我第一個
[02:20:39] 你的中文全名之什麼
[02:20:40] 就是你剛剛填表單的那個名字
[02:20:43] 然後第二個你填的
[02:20:45] 你預約的時段是什麼
[02:20:47] 這兩件事情請你幫我寫上去
[02:20:50] 好不好
[02:20:50] 寫在那個官方來
[02:20:52] 這樣子我才會幫助你就
[02:20:54] double check一下
[02:20:56] 然後有人問說
[02:20:58] 臉書要用個人還是粉專
[02:20:59] 我建議
[02:21:01] 如果你現在還沒有要打廣告的話
[02:21:04] 我覺得用個人臉書
[02:21:05] 他的觸及率比較高
[02:21:07] 那但是你用粉專可不可以
[02:21:09] 也是可以
[02:21:09] 只是說我要跟你說
[02:21:11] 粉專你要做的話
[02:21:12] 那你就一定要多做短硬
[02:21:15] 你不然粉專的觸及率很低
[02:21:18] 然後你
[02:21:19] 而且你粉專呢
[02:21:20] 還是怎麼講
[02:21:22] 粉專
[02:21:24] 粉專還要你要做很多事情
[02:21:26] 你還要在限動也要做一下
[02:21:28] 然後限動還要做好幾張
[02:21:30] 然後所以你要經營一個粉專
[02:21:33] 他花的時間力氣是
[02:21:35] 是多於個人臉書蠻多的
[02:21:39] 我必須承認
[02:21:40] 但是不是說粉專不能經營
[02:21:42] 就像我有經營
[02:21:43] 但是我很主要我會做什麼
[02:21:45] 就是我會把我的內容也寫進去
[02:21:48] 但是他有幫助我打廣告
[02:21:50] 那我會願意打廣告是為什麼
[02:21:52] 當我這個東西有效果了
[02:21:54] 廣告就是放大器加速器
[02:21:58] 所以那時候打廣告是可以的
[02:22:00] 那我在這之前
[02:22:01] 我跟大家說
[02:22:03] 我以前全部都用自然流量
[02:22:08] 這個自然流量
[02:22:09] 那自然流量就是說
[02:22:11] 都不打廣告的
[02:22:12] 我真的是到去年
[02:22:14] 我開現在這個課
[02:22:16] 而且我第一次
[02:22:18] 就是第一次
[02:22:18] 那個就是營業而到達
[02:22:21] 我的目標就是有超過百萬
[02:22:23] 我就決定
[02:22:24] ok 我確認這個東西是大家要的
[02:22:27] 所以我不是一開始打廣告的
[02:22:29] 先聽好
[02:22:30] 我沒有一開始打廣告
[02:22:32] 除非他到達我要的目標
[02:22:34] 不然我不會打廣告
[02:22:35] 大家理解嗎
[02:22:37] 所以我確定這個大家東西
[02:22:39] 但這個東西大家要
[02:22:40] 而且是適合的
[02:22:42] 我才開始用放大器來幫助我自己
[02:22:45] 以上提供給你們參考
[02:22:48] 那
[02:22:50] 我看到有人
[02:22:51] 那個
[02:22:52] 如果是第一天晚上有田
[02:22:55] 有田表表單的
[02:22:57] 然後
[02:22:57] 你先看一下有沒有得到回覆
